"storage_anomaly_percent","ID","latitude","longitude"
1.85552026074442,226,67.4145812988281,-98.3274688720703
0.263885758158736,229,67.1084136962891,-95.3255157470703
0.857295027543065,230,67.0418319702148,-125.258079528809
3.45510037953555,236,66.4979248046875,-100.884376525879
-2.27000288396172,253,65.5331497192383,-112.577079772949
0.630906288176906,259,65.2209930419922,-99.4897537231445
-0.923691200610761,270,64.8205642700195,-117.835418701172
-5.59524968567469,273,64.7857666015625,-97.0204544067383
0.379955989401818,286,64.1717834472656,-123.047805786133
0.191378934067284,308,63.6596069335938,-106.688545227051
-0.920673838617366,309,63.5905990600586,-97.1949920654297
0.895997441205349,315,63.3109588623047,-95.0510635375977
0.0884587882853899,316,63.2893524169922,-106.951400756836
1.86111653488443,322,63.1035690307617,-92.6253204345703
-0.239130321453506,329,62.8472671508789,-96.5537261962891
2.46149804615108,341,62.3600921630859,-100.790893554688
-8.085037592377,343,62.3224792480469,-107.677085876465
5.50986955143552,351,62.0428466796875,-102.102767944336
-11.9488734281734,353,62.0059623718262,-110.572807312012
0.600105219033834,354,61.9061088562012,-105.085525512695
-1.99718089461588,356,61.7935218811035,-107.90625
-0.629934942957379,360,61.6145706176758,-105.2861328125
2.7191165813959,380,60.8738441467285,-164.089477539062
7.47375872122108,381,60.860954284668,-163.939468383789
-4.12618437040527,388,60.6078453063965,-74.847526550293
4.21730998435231,399,60.265209197998,-164.064559936523
0.110189308467722,402,60.2334785461426,-151.15869140625
-2.30174916387725,437,58.7139625549316,-98.2406387329102
-7.7971406246704,441,58.6410064697266,-111.385398864746
0.468858333640412,455,57.309871673584,-97.1609878540039
-6.98067549518996,467,56.6145820617676,-108.422149658203
3.42147726733283,474,56.4199485778809,-68.5736465454102
1.4465849597238,482,56.1527824401855,-108.204811096191
0.347488263483684,486,56.0387268066406,-96.5343780517578
-9.74718858314064,492,55.944206237793,-63.0989875793457
-4.3991546901881,502,55.7292633056641,-97.0365600585938
-5.06315524332763,510,55.4853477478027,-96.544792175293
2.96202311603357,533,54.9348602294922,-103.022354125977
4.57870697545452,542,54.8018112182617,-97.3347091674805
-1.20585801820702,564,54.3305931091309,-98.3187484741211
0.369534205191927,570,54.1506652832031,-100.911575317383
-4.55873604480255,581,53.958065032959,-102.381072998047
-1.87743955636968,600,53.2181167602539,-70.8635406494141
1.6703079871564,604,53.0876693725586,-92.5510406494141
4.8092317249038,605,53.0640907287598,-91.892707824707
-0.23894913317593,613,52.8979988098145,-89.0027084350586
-0.227212409217005,614,52.8854293823242,-101.187080383301
-4.0595006986762,617,52.6636161804199,-64.953254699707
-3.05700878502368,618,52.6422653198242,-100.749145507812
0.548979345851974,620,52.572208404541,-100.307289123535
1.04746145178453,626,52.0888481140137,-94.8502426147461
0.852254056722789,628,52.0779914855957,-118.569793701172
8.38558458724994,629,51.918586730957,-104.179260253906
7.62952452100947,643,51.268741607666,-106.86457824707
0.63375087964862,646,51.1284828186035,-93.2549285888672
-4.82500776511108,647,51.1138572692871,-98.5487976074219
-3.64496533339393,651,50.9485130310059,-119.660415649414
-3.62826745843062,656,50.7551193237305,-87.9990615844727
1.29300652674181,667,50.397346496582,-95.9895401000977
1.31140846309808,668,50.3340873718262,-77.6699523925781
3.50946925564425,682,49.8557167053223,-77.1853713989258
2.59650087465122,690,49.6673698425293,-76.4955749511719
0.224138168220054,703,49.0092353820801,-84.3552093505859
5.75744499615088,715,48.4114303588867,-115.313545227051
-0.752730819174102,717,48.3553428649902,-57.1177062988281
0.831286594145405,719,48.178295135498,-116.997741699219
11.0462659730213,723,47.9569511413574,-98.6037445068359
5.89538660262062,724,47.9546508789062,-118.980949401855
-0.152659713918395,729,47.7052421569824,-116.951042175293
2.76723451506736,732,47.6132774353027,-77.3067321777344
-4.07336331274592,734,47.5347023010254,-74.185417175293
2.86354660275128,741,46.7192153930664,-75.9828033447266
2.11632667529927,743,46.6470985412598,-111.726501464844
-9.48623810085378,744,46.292049407959,-72.5872116088867
-9.83976506703603,747,45.8803863525391,-69.1780471801758
1.06701074583593,748,45.839485168457,-66.1233215332031
-0.503046690989415,752,45.4163932800293,-73.6577835083008
-3.62958948221377,753,45.4066123962402,-73.9579162597656
-7.69430990377469,754,45.2685050964355,-74.1686401367188
-6.11036008810076,760,44.5642585754395,-110.384696960449
-3.55347084000159,768,43.5529823303223,-71.4607238769531
-6.26417511138376,775,42.7790603637695,-112.873710632324
-20.1905947826869,776,42.6437492370605,-120.222915649414
2.13215383305226,777,42.2388153076172,-121.811462402344
4.16364599137128,778,42.1211547851562,-111.317710876465
-2.52569957991839,781,41.2145843505859,-101.673377990723
-0.446791375967833,784,40.9156646728516,-109.420471191406
8.56160034540623,786,40.720458984375,-122.422027587891
4.81580438285334,788,40.3586273193359,-111.892112731934
2.63217733330141,790,40.1747932434082,-121.087814331055
0.847842814170864,794,38.9311180114746,-122.646530151367
7.51584515375921,796,38.2648735046387,-93.40625
-37.8031955353496,799,37.3651733398438,-110.726722717285
-1.10947085572885,800,37.0187454223633,-88.21875
-31.0512008930649,802,36.9396362304688,-111.485229492188
3.03847576963011,803,36.8678169250488,-85.1437530517578
-1.06267375424276,807,36.4240798950195,-95.6794128417969
4.00775230594728,808,36.3653831481934,-92.5729141235352
2.38977081319685,811,35.5205574035645,-91.9928283691406
-0.480713907099781,817,35.0693778991699,-88.247428894043
3.12202649236876,819,34.574104309082,-93.1950836181641
1.87437272803875,820,34.4215393066406,-86.3920211791992
-2.68386240651156,822,34.3604927062988,-82.8229904174805
3.91653800122583,823,34.1608390808105,-84.0723571777344
1.44069375889455,825,33.8229446411133,-96.573486328125
20.9881646694816,826,33.8145904541016,-89.7687377929688
