"area_anomaly_percent","ID","latitude","longitude"
-5.57750291054376,1,45.591934,47.717708
-1.37725756512181,1000,-48.906251,-74.101387
-39.8085073410011,10000,-2.185417,-54.64375
13.1182227981969,10001,-2.189583,-53.913685
-1.33592693206337,10002,-2.215551,-53.948958
-29.8997033649213,10004,-2.268681,-56.43125
6.65630182421227,10005,-2.281302,-79.854047
-13.4044545939633,10006,-2.313025,-66.770703
-38.6303745599866,10007,-2.321287,-56.547781
-3.51604443931091,10008,-2.353579,-79.909818
-9.76301439846528,10009,-2.360136,-56.330038
-0.868580813805822,1001,-48.935417,-71.214583
1.33363052119323,10010,-2.370663,-54.499695
-32.6928645647027,10011,-2.410431,-56.580826
-5.68233069171091,10012,-2.432617,-65.612069
-34.2841902641527,10013,-2.437345,-60.97441
3.47713753065218,10014,-2.460273,-43.254968
-16.8502198937377,10015,-2.493797,-56.796961
15.7803187886512,10016,-2.514313,-79.986364
3.46197893271499,10017,-2.516456,-79.957873
4.10921738752964,10018,-2.522239,-79.827279
-74.3210849505796,10019,-2.524795,-54.554452
-2.08653893407589,1002,-50.474607,-73.036974
-23.2966778851713,10021,-2.538309,-60.800832
-3.6171218872172,10022,-2.541944,-79.636935
-12.3593212528185,10023,-2.544696,-56.49375
-26.8086924021571,10024,-2.557095,-57.730135
2.68804149985224,10025,-2.58948,-80.026995
-28.4394487078448,10026,-2.589711,-57.310512
-11.3097842081401,10027,-2.590894,-60.89145
-0.845907221910268,10028,-2.593718,-79.710373
-23.501872659176,10029,-2.610163,-60.822835
0.0948833020654321,1003,-51.18984,-72.95625
-15.8749599427566,10030,-2.635673,-60.814583
-30.2574951518734,10031,-2.655001,-56.902775
-10.8680108680109,10032,-2.66576,-60.724698
-30.8677683021061,10033,-2.722476,-56.853125
-4.79815787943816,10034,-2.727824,-79.771457
-14.0994088244995,10035,-2.731907,-57.094792
-21.8854539081668,10036,-2.742903,-60.769255
-61.4673599075679,10037,-2.746421,-64.511804
-37.4592918150272,10038,-2.76098,-57.477825
-11.1881806886364,10039,-2.780582,-79.796992
-13.555754487607,1004,-52.389583,-71.20625
1.01968627685429,10040,-2.817134,-54.299844
23.0004020232051,10041,-2.874172,-40.659103
-25.0288551327336,10042,-2.882983,-57.54633
-27.4803263018685,10043,-2.888676,-64.761621
-0.247942947813865,10044,-2.896935,-79.825905
-3.21018620125063,10045,-2.928764,-80.120531
-9.98777007745617,10046,-2.94373,-79.851271
-41.088162538904,10047,-2.987893,-65.137198
-21.8835782489014,10048,-3.016963,-57.661458
6.26405131695647,10049,-3.017231,-44.916182
0.143049952781764,1005,-53.973798,-68.961458
-10.635989938033,10050,-3.072803,-57.616972
-40.7107165068948,10051,-3.075788,-67.056235
-40.6106533549849,10052,-3.083792,-58.133533
-36.0326613509074,10053,-3.13273,-57.89953
-28.1016234098111,10054,-3.133689,-59.307798
-27.382076171817,10055,-3.145272,-59.695155
-0.25693035835024,10056,-3.156953,-41.930558
-7.86556671614143,10057,-3.166851,-45.004556
-29.3022553267816,10058,-3.216117,-64.500113
-31.8606365704619,10059,-3.245098,-58.335417
0.0194633671625134,1006,-54.505815,-68.809239
0.415045551099356,10060,-3.264583,-42.16875
-2.51363561620165,10061,-3.275855,-45.036458
-24.6373062579491,10062,-3.285071,-45.252011
-4.76397609140668,10063,-3.312805,-45.145444
-10.7433946467706,10064,-3.323731,-57.682292
-38.8032431197899,10065,-3.335592,-61.136478
-40.2159985356031,10066,-3.35625,-59.235417
-21.5469674168885,10067,-3.36866,-60.248196
-27.649749290653,10068,-3.397974,-60.527083
-35.2380952380952,10069,-3.399845,-58.925222
-36.3244918034718,10070,-3.404535,-57.920536
-34.9473033242667,10071,-3.41182,-60.528557
-30.9949996376549,10072,-3.411679,-60.289509
-15.1771626347898,10073,-3.414292,-79.987815
-12.0544080180237,10074,-3.439143,-80.035062
40.8786391281529,10075,-3.444493,-80.193487
3.36236433260864,10076,-3.461942,-42.215305
5.69107524820216,10077,-3.484367,-45.298958
-22.0912614978378,10079,-3.507833,-57.994602
-19.4251703827058,10080,-3.527083,-59.148147
-33.135935397039,10081,-3.52856,-64.415878
-32.6424864635539,10082,-3.552377,-61.440382
-30.0040469445569,10083,-3.565689,-59.20625
0.0875426026500675,10084,-3.57394,-45.403665
-20.7627572783901,10085,-3.579647,-60.014777
-28.8576383775913,10086,-3.581932,-59.167906
3.88574423480084,10087,-3.584547,-45.292681
-27.7737833699487,10088,-3.642255,-62.661614
-36.7120424389147,10089,-3.645405,-58.854337
-22.7133414571102,10090,-3.653975,-59.375139
-45.6770575622629,10091,-3.6911,-66.114583
-11.4494919587551,10092,-3.701379,-59.811953
-27.2707927692128,10093,-3.70527,-61.160417
-35.6364647385539,10094,-3.707625,-64.12768
-26.5769594789223,10095,-3.761055,-57.986553
-5.83374908302922,10096,-3.770496,-44.862251
-42.4310123701957,10097,-3.780166,-62.204764
10.948769683898,10098,-3.78024,-40.498475
-31.0026314376242,10099,-3.795327,-60.383081
-15.8012748468879,10100,-3.800926,-59.064677
-18.318213875122,10101,-3.824385,-59.569792
-30.0688388014246,10102,-3.829483,-61.341845
-7.04300871781285,10103,-3.853074,-59.14385
-28.5774308567023,10104,-3.870523,-57.87583
-3.10615087018513,10105,-3.891367,-44.95291
0.371024734982332,10106,-3.900356,-58.786334
13.68998004597,10107,-3.961189,-41.671645
-35.9206579034532,10109,-4.132043,-61.579861
43.0488539094471,10110,-4.211519,-40.448071
18.856257697533,10111,-4.216214,-40.067886
-29.0522811684583,10112,-4.241783,-62.272421
-29.3430169463227,10113,-4.338032,-60.128355
54.4848834970152,10114,-4.403117,-37.90338
-30.4186549921912,10115,-4.431381,-61.96875
-12.5159310541099,10116,-4.434223,-76.669339
-87.7267246466046,10117,-4.523909,-74.096875
-7.00820636304507,10118,-4.678161,-80.194362
-0.977737740743529,10120,-4.977074,-37.143732
29.2440830039586,10121,-5.065452,-44.665625
-0.0706766357921348,10122,-5.10313,-36.753875
-3.56037575657985,10123,-5.110417,-36.614583
-0.927349437342493,10124,-5.110642,-36.668723
3.90998652208326,10125,-5.11618,-36.244911
-19.913344444212,10126,-5.127099,-36.685431
0.78610721351705,10127,-5.141307,-36.612013
-71.2731993123531,10128,-5.157828,-74.0391
40.4024496937883,10130,-5.219861,-36.689583
-35.1741876405554,10131,-5.27275,-60.669993
-33.9754485363551,10132,-5.57268,-61.005913
-0.0928400618933727,10133,-5.589583,-74.513343
-36.8056816169929,10134,-5.703373,-63.293155
-29.999286040043,10136,-5.758872,-63.662368
-27.2222391542132,10137,-5.772877,-60.247479
-19.7314546685684,10138,-5.952732,-61.735826
26.4505644059177,10140,-6.239583,-38.927083
-9.44823254398404,10142,-6.305817,-39.432858
-18.5227189672945,10143,-6.336087,-61.986527
-19.7583401849794,10144,-6.350331,-62.323918
-50.5847953216374,10146,-6.819617,-62.745303
23.7629587434748,10147,-7.024222,-37.946875
22.3544467325562,10148,-7.074329,-37.985654
-5.46815555144262,10149,-7.205946,-62.875491
3.11657602270039,10150,-7.233637,-79.207123
0.418182304157765,10151,-7.486455,-36.140918
-32.4866482236716,10152,-7.519499,-62.883099
-12.4934323491336,10153,-8.29917,-74.567297
-12.3536372382399,10154,-8.740355,-63.468165
-3.49847565223692,10155,-8.844432,-74.215818
-38.201252865634,10156,-8.91192,-74.203207
-70.3405511354166,10157,-8.923661,-74.144204
-7.84054721925816,10158,-9.356126,-38.210531
-3.83447534596264,10159,-9.415353,-38.208063
-1.07960379957434,10160,-9.614352,-37.814578
-4.13641655381211,10161,-9.651995,-35.777163
0.0857148660451316,10162,-9.737654,-35.875551
18.1346676719903,10163,-9.881708,-39.040928
-6.70633106946883,10164,-10.001594,-36.026042
17.7945964594519,10165,-10.232186,-44.676112
-99.1645098306316,10166,-10.36584,-49.784149
-2.7865143739999,10167,-10.651812,-39.723748
-100,10168,-10.695286,-50.698007
-7.772937246395,10169,-10.826056,-76.424115
-34.0087960755113,10170,-10.924479,-76.246774
-11.9536046201257,10171,-11.05442,-76.444128
-40.6707873581121,10172,-11.521958,-40.045319
-90.443008794813,10173,-11.740308,-49.605208
-10.260314952567,10174,-11.877809,-49.651979
-7.77307174269348,10175,-11.892983,-65.175247
-3.42340088399633,10176,-12.085893,-53.431354
-9.79695119655528,10177,-12.089583,-49.688228
-3.32705586942874,10178,-12.222716,-53.229637
11.0772873329951,10179,-12.284674,-65.201447
-2.75837053760598,10180,-12.336549,-53.101796
-5.4086480422856,10181,-12.503606,-65.019876
-4.74999725814058,10182,-12.550319,-65.015987
-9.86671971354684,10183,-12.619782,-65.124712
-22.2345631749123,10184,-12.648639,-64.892506
-0.285331155540768,10185,-12.678601,-63.417708
-0.237752606207401,10186,-12.738394,-65.508708
0.28875673459619,10187,-12.747387,-65.147022
-0.275625307117115,10188,-12.753877,-65.781697
-5.27386275353186,10189,-12.785417,-65.911149
-6.0152838093839,10190,-12.815219,-65.84416
-0.893289084863996,10191,-12.994838,-62.865465
-2.27524667077663,10192,-13.065847,-64.310303
-25.7732501513596,10193,-13.074739,-66.217131
2.43504388874906,10194,-13.087694,-63.046381
-0.0176273576590991,10195,-13.097917,-62.98125
-6.50803618127715,10196,-13.108876,-65.879443
1.25275417060119,10197,-13.140904,-62.979636
-10.4492660888449,10198,-13.169772,-65.86163
3.24100068625616,10199,-13.21832,-75.11481
-1.77051723211553,102,59.321843,18.070995
-14.9702239096253,10200,-13.240845,-64.383729
-0.0459066564651812,10201,-13.24324,-75.073296
-5.64804228673055,10202,-13.328355,-63.523958
-2.70807275996165,10203,-13.335462,-62.913401
-8.96315205899796,10204,-13.442634,-67.047471
0.941065245997981,10205,-13.59431,-61.531207
-2.90574375714778,10206,-13.621983,-64.899172
-0.889680070806785,10207,-13.696388,-64.103613
2.93714591575819,10208,-13.722096,-66.888459
-7.35272674249051,10209,-13.805469,-63.540701
-6.12749046775145,10210,-13.808599,-64.958221
-13.5699590568394,10211,-13.844919,-66.68125
-0.344383480897417,10212,-13.849054,-67.314583
14.5606618336521,10213,-13.868135,-40.236724
-2.97425430505278,10214,-13.8728,-66.880083
0.462404826584799,10215,-13.90045,-71.007292
-10.3387898709923,10216,-13.961582,-63.622085
-11.3087459053955,10217,-13.986307,-66.839084
0.948785705297584,10218,-14.007003,-71.514664
-2.69799464963398,10219,-14.021783,-63.886979
-73.4855555883056,10220,-14.033514,-63.994792
0.762380280452559,10221,-14.0772,-67.160314
-74.86923996213,10222,-14.098544,-67.573407
-20.11676352732,10223,-14.115465,-65.256938
-48.557545568863,10224,-14.117033,-63.995731
-8.78789214207343,10225,-14.122062,-66.864583
-100,10226,-14.13125,-64.567928
-0.204301664747911,10227,-14.148836,-67.230208
-0.893690006920825,10228,-14.158981,-63.584136
6.78844964559249,10229,-14.17904,-63.525304
-76.9768064044782,10230,-14.274616,-64.062179
-3.12566275784666,10231,-14.318855,-63.418682
-87.9861465962641,10232,-14.356221,-64.402119
0.766680848046511,10233,-14.436105,-71.282292
-1.48681573415868,10234,-14.487982,-61.051042
59.8359829000147,10235,-14.538688,-49.01361
32.6293449284365,10236,-14.63221,-41.190625
-8.93796802266748,10237,-14.694087,-65.642511
-3.18727517011225,10238,-14.726112,-64.813193
-10.9368986964026,10239,-14.758231,-65.582022
0.00109739368999658,10240,-14.788454,-69.338483
-3.52250407280372,10241,-14.802738,-63.490625
3.83800816157859,10242,-14.820064,-47.796227
0.223919183528771,10243,-14.87336,-55.783711
-7.50302263929098,10244,-14.958706,-64.486828
-2.6766517508675,10245,-14.966493,-65.691952
6.97077929753801,10246,-15.302083,-73.702083
-9.16630339500543,10247,-15.340823,-64.683983
-10.5768677747742,10248,-15.375794,-63.263211
6.53855296575712,10249,-15.38125,-70.864276
-1.85083443069471,10250,-15.402428,-63.95567
3.39039946290702,10251,-15.417827,-71.067748
-13.839189901079,10252,-15.435442,-64.618726
-13.2082775800113,10253,-15.519695,-64.407535
-2.65917602996254,10254,-15.521803,-41.511686
-64.8825529507731,10255,-15.531137,-60.189711
-1.54061485948945,10257,-15.672647,-64.845928
-5.25236954714094,10258,-15.678086,-63.565625
-2.96410465740957,10259,-15.689942,-60.0686
-9.2632257705285,10260,-15.71236,-70.204431
5.7107556101314,10261,-15.723692,-70.707009
-5.30131982304459,10262,-15.724648,-64.049102
-8.17730469298415,10263,-15.753305,-63.375758
12.2444024302742,10264,-15.762099,-70.622983
-8.15381790418757,10265,-15.765037,-63.499256
-3.91677836593924,10266,-15.774092,-63.839466
0.683912002885165,10267,-15.777225,-48.230716
-2.34236221255653,10268,-15.797829,-47.786177
10.0364462417933,10269,-15.827091,-43.260094
-100,10270,-15.852206,-63.547561
-1.93015830986241,10271,-15.858873,-64.282292
-20.9361384476592,10272,-15.918846,-64.492042
1.24113475177305,10273,-15.960868,-65.538896
-6.95214532486349,10274,-15.96913,-39.590092
-19.6192238023664,10276,-16.00224,-64.451167
-62.1896804410837,10277,-16.037686,-64.027861
-53.2302478288498,10278,-16.04375,-65.265625
-100,10279,-16.125531,-63.889465
-9.30478696059754,10280,-16.148794,-64.513542
-4.35915860864515,10281,-16.190174,-64.510164
24.4372065670812,10282,-16.210069,-47.322988
-72.1635112254546,10283,-16.223839,-63.525854
-12.165975454037,10284,-16.306083,-55.914562
14.827989739059,10285,-16.368767,-71.201654
-100,10286,-16.432338,-56.613202
-69.221129008618,10287,-16.640565,-57.429075
5.28295592304954,10288,-16.72437,-70.225655
-43.8590722898404,10289,-16.806309,-68.910536
-10.9742314907526,10290,-16.860417,-70.052083
-66.8975785272648,10291,-16.875114,-58.461834
4.8021546130445,10292,-16.930927,-70.378401
-2.94573643410853,10293,-16.967724,-57.478287
-52.8640229531714,10294,-17.041391,-57.524713
-13.6156741055401,10295,-17.210636,-57.479417
-30.3439568263309,10296,-17.331372,-57.513377
-100,10297,-17.401687,-58.114883
-97.0902107804579,10298,-17.426809,-58.1199
-98.8466408414507,10299,-17.462313,-61.321028
-2.35616331828882,103,58.985292,27.73114
-44.517172905788,10300,-17.528885,-66.085905
-12.3394307016712,10301,-17.584433,-67.535417
-16.6720770731823,10302,-17.718808,-57.673458
2.07043729229742,10303,-17.743445,-57.778784
-66.8206499716347,10304,-17.78109,-67.39736
-78.026485153915,10305,-17.839525,-57.396817
-94.3519195802763,10306,-17.88857,-57.467495
-1.19358856300122,10307,-17.988426,-48.529932
-26.1140571438601,10308,-18.183935,-67.096752
-0.0641528597280768,10309,-18.239583,-69.16875
-32.6723668416906,10310,-18.402005,-57.45631
-1.19712412369518,10311,-18.503429,-49.485275
1.07748184019371,10312,-18.839583,-69.052083
1.32622041315582,10313,-18.911496,-48.038706
-98.4001903663637,10314,-18.977752,-57.718127
-97.2130655452836,10315,-19.024596,-57.509601
-100,10316,-19.222,-57.78125
-100,10317,-19.305553,-57.846875
-33.1609149567245,10318,-19.317257,-67.996525
0.941908900600521,10319,-19.355634,-68.440735
-1.28085881486649,10320,-19.360327,-40.097851
-8.12901542575743,10321,-19.417011,-40.153684
51.9393939393939,10322,-19.573601,-67.861622
-1.83032732130928,10323,-19.990204,-47.755162
0.796637197063183,10324,-20.027008,-47.435526
0.887286444586288,10325,-20.152544,-47.27703
-4.30283973365847,10326,-20.239707,-44.756383
-11.7161347913412,10327,-20.672917,-53.56875
14.1134875094186,10328,-21.14375,-45.034364
7.70962073799135,10329,-21.327666,-44.61514
-0.0524155664342585,10330,-21.501923,-51.986458
-11.2032704097041,10331,-21.577825,-46.622917
-1.22827185007141,10332,-21.760417,-48.989197
-1.75683536940081,10333,-21.764786,-41.487086
1.48872602844667,10334,-21.890156,-67.848531
-12.5552230297848,10335,-21.93125,-67.58125
-8.55678318364886,10336,-22.153695,-48.751012
0.287009769550774,10337,-22.197947,-67.751042
-11.8572919186955,10338,-22.318895,-65.985417
24.3035630246998,10339,-22.422977,-66.997971
-2.68965645281497,10340,-22.491849,-67.583499
-12.0644749127721,10341,-22.527083,-67.589583
-6.5125820472352,10342,-22.527928,-44.567049
-9.00763165173862,10343,-22.545367,-52.000184
15.292372692648,10344,-22.584314,-66.911957
4.64519359107023,10345,-22.598905,-42.265364
0.771938753870298,10346,-22.602083,-67.214583
-24.9933044642702,10347,-22.693358,-66.811458
-17.4746644754862,10348,-22.702364,-43.882501
1.80032248997765,10349,-22.922046,-42.542667
4.27097771559076,10350,-22.926733,-42.577041
-9.82426640966228,10351,-22.939583,-50.246875
-7.43568616680398,10352,-22.943696,-50.517133
-1.77574835109082,10353,-22.948113,-42.824469
19.7458040635548,10354,-22.952088,-46.443544
2.02862295539783,10355,-23.014583,-67.29375
20.6245967221577,10356,-23.174141,-46.392083
10.761878503814,10357,-23.193125,-46.027676
19.8064521899344,10359,-23.373508,-45.868093
4.02002940434667,10360,-23.58125,-45.971402
-3.42579960588146,10361,-23.612356,-47.397407
4.94532971117329,10362,-23.627325,-46.196861
-0.591326118825262,10363,-23.673676,-46.726966
-3.39279085726622,10364,-23.7069,-46.676824
-2.26466235132581,10365,-23.710417,-67.772917
-71.7384763985876,10366,-24.375388,-61.325769
0.707784624058636,10367,-25.23125,-64.47783
-1.20639844514815,10368,-25.249463,-57.330658
2.9829961340901,10369,-25.267318,-65.331847
-33.5608264652207,10370,-25.270628,-58.516473
-3.66932801064538,10371,-25.277404,-66.967708
-26.3907657310223,10372,-25.423029,-67.064029
-3.56103458553951,10373,-25.457823,-54.631688
-5.11850131121861,10374,-25.534537,-53.009057
0.489125649763021,10375,-25.794052,-52.114834
2.83880136011423,10376,-25.877605,-54.556168
-1.92853253861363,10377,-25.933227,-57.458988
-1.97688499100764,10378,-25.976282,-57.501042
1.48522980012837,10379,-26.00625,-67.044792
-0.80011167419808,10380,-26.009197,-51.667097
1.17161082780429,10381,-26.233591,-57.44348
-2.9784106699774,10382,-26.877184,-68.447895
-5.36536479753429,10383,-26.997917,-68.147917
34.1664902803469,10384,-27.070226,-63.654867
-26.1159355748534,10385,-27.201223,-63.940553
-3.24292832526106,10386,-27.27868,-52.381529
-24.1507846807357,10387,-27.291335,-64.179015
