"ID","obs_bl_median","year_count","start_year","end_year","obs_count_2024","storage_long_term_mean","storage_long_term_mean_smooth","storage_long_term_median","storage_long_term_sd","storage_2024_mean","storage_2024_mean_smooth","storage_2024_median","storage_2024_sd","storage_anomaly_volume","storage_anomaly_volume_smooth","storage_anomaly_percent","storage_anomaly_percent_smooth","lake_name","country_name","basin_id","basin_name","altimetry","latitude","longitude","HYBAS_ID","Hylak_id","Lake_name","Country","Continent","Poly_src","Lake_type","Grand_id","Lake_area","Shore_len","Shore_dev","Vol_total","Vol_res","Vol_src","Depth_avg","Dis_avg","Res_time","Elevation","Slope_100","Wshd_area","Pour_long","Pour_lat"
1197,12,31,"1993","2024",39,333.476376092256,332.259935635239,330.000335693359,61.1754251320882,378.959949982472,379.015987298427,396.420135498047,69.6562978129605,45.483573890216,46.7560516631881,13.6392191924363,14.0721304763382,"Zhalauly","Kazakhstan","3030001840","Ob","Sentinel2",52.8645820617676,74.1104202270508,3020000010,1197,"Zhalauly","Kazakhstan","Asia","Other",1,0,213.19,158.75,3.07,729.68,0,3,3.4,5.479,1541.4,66,0.64,19671.8,74.110417,52.864583
1197,12,31,"1993","2024",39,333.476376092256,332.259935635239,330.000335693359,61.1754251320882,378.959949982472,379.015987298427,396.420135498047,69.6562978129605,45.483573890216,46.7560516631881,13.6392191924363,14.0721304763382,"Zhalauly","Kazakhstan","3030001840","Ob","GREALM",52.8645820617676,74.1104202270508,3020000010,1197,"Zhalauly","Kazakhstan","Asia","Other",1,0,213.19,158.75,3.07,729.68,0,3,3.4,5.479,1541.4,66,0.64,19671.8,74.110417,52.864583
1198,12,28,"1993","2024",55,57258.1606750488,58530.959564209,58368.333984375,6183.34037322876,57750.64609375,58065.1821022727,59540.0234375,6345.00977268986,492.485418701173,-465.777461936254,0.860113934668848,-0.795779644489326,"Sayano-Shushenskoye","Russia","3030004740","Yenisey","GREALM",52.8257789611816,91.3671875,3020003790,1198,"Sayano-Shushenskoye","Russia","Europe","SWBD",2,5057,282.39,1249.04,20.97,31300,31300,2,110.8,1451.72,249.5,518,17.15,183579.7,91.367186,52.825779
1198,12,28,"1993","2024",55,57258.1606750488,58530.959564209,58368.333984375,6183.34037322876,57750.64609375,58065.1821022727,59540.0234375,6345.00977268986,492.485418701173,-465.777461936254,0.860113934668848,-0.795779644489326,"Sayano-Shushenskoye","Russia","3030004740","Yenisey","ICESat2",52.8257789611816,91.3671875,3020003790,1198,"Sayano-Shushenskoye","Russia","Europe","SWBD",2,5057,282.39,1249.04,20.97,31300,31300,2,110.8,1451.72,249.5,518,17.15,183579.7,91.367186,52.825779
1200,12,28,"1993","2024",39,987.442604242369,987.562833564226,988.646179199219,16.4847479793041,1001.16393886468,1002.04941187149,1003.88745117188,7.83002105249036,13.7213346223143,14.4865783072684,1.38958300597554,1.46690193422779,"Kuchukskoye","Russia","3030001840","Ob","GREALM",52.6979179382324,79.7895812988281,3020000010,1200,"Kuchukskoye","Russia","Europe","SWBD",1,0,164.38,52.43,1.15,918.13,0,3,5.6,1.809,5874.2,92,1.04,2310.1,79.789583,52.697917
1200,12,28,"1993","2024",39,987.442604242369,987.562833564226,988.646179199219,16.4847479793041,1001.16393886468,1002.04941187149,1003.88745117188,7.83002105249036,13.7213346223143,14.4865783072684,1.38958300597554,1.46690193422779,"Kuchukskoye","Russia","3030001840","Ob","ICESat2",52.6979179382324,79.7895812988281,3020000010,1200,"Kuchukskoye","Russia","Europe","SWBD",1,0,164.38,52.43,1.15,918.13,0,3,5.6,1.809,5874.2,92,1.04,2310.1,79.789583,52.697917
1204,4,28,"1995","2024",35,5716.6216827078,5737.38224871134,5738.8017578125,92.2070952282913,5723.88335658482,5723.1509765625,5736.2529296875,21.1839766195738,7.26167387702571,-14.2312721488406,0.127027364763205,-0.248044692368842,"Chukchagirskoye","Russia","4030000880","Amur","GREALM",52.1125984191895,136.682998657227,4020000010,1204,"Chukchagirskoye","Russia","Europe","SWBD",1,0,372.31,196.52,2.87,5790.86,0,3,15.6,7.905,8478.7,68,2.1,1099.3,136.682995,52.112598
1205,6,30,"1993","2024",6,32720.8430281929,32879.5637596241,32945.1953125,630.510887646996,32409.4075520833,32622.6064453125,32622.6064453125,945.092584898566,-311.435476109604,-256.957314311592,-0.951795391827969,-0.781510716474694,"Teletskoye","Russia","3030001840","Ob","ICESat2",51.7881546020508,87.253303527832,3020000010,1205,"Teletskoye","Russia","Europe","SWBD",1,0,218.4,190.76,3.64,31461.22,0,3,144.1,217.377,1675.1,430,16.51,19893.2,87.2533,51.788155
1207,5,31,"1993","2024",8,5128.87126595633,5112.98563929967,5311.88549804688,750.408810898377,5233.47430419922,5150.07904052734,5230.42846679688,251.556077574387,104.603038242885,37.0934012276784,2.03949432182484,0.725474387069845,"","Russia","4030000880","Amur","ICESat2",51.6855773925781,140.219146728516,4020000010,1207,NA,"Russia","Europe","SWBD",1,0,281.07,180.79,3.04,5451.8,0,3,19.4,41.451,1522.3,2,2.71,5075.7,140.219147,51.685578
1208,6,31,"1993","2024",6,3853.82282714844,3877.26852438039,3933.61791992188,348.612932670421,3761.77966308594,3868.94006347656,3883.49890136719,370.894778257674,-92.0431640625002,-8.32846090382554,-2.38836003082699,-0.214802272565233,"Iriklinskoye","Russia","2030066850","Caspian Sea Coast","ICESat2",51.6737403869629,58.6239585876465,2020065840,1208,"Iriklinskoye","Russia","Europe","SWBD",2,4630,222.5,404.31,7.65,3260,3260,2,14.7,64.559,584.4,240,2.54,36787.7,58.623958,51.67374
1217,5,30,"1994","2024",7,1205.59484391508,1221.03006791646,1243.71472167969,459.173789675768,1301.8204171317,1613.14470563616,1552.98950195312,528.992520395318,96.2255732166179,392.114637719696,7.98158466770915,32.1134301294308,"","Russia","4030000880","Amur","ICESat2",50.3253898620605,137.115997314453,4020000010,1217,NA,"Russia","Europe","SWBD",1,0,110.95,158.44,4.24,1398.86,0,3,12.6,20.154,803.3,9,2.31,1487.1,137.116004,50.325391
1220,6,32,"1993","2024",6,3371.2471707501,3426.15396697612,3509.28540039062,770.726876021378,4030.11279296875,4146.13264973958,4145.1796875,385.400784728949,658.865622218651,719.978682763466,19.5436759409146,21.0141952084807,"Bolon'","Russia","4030000880","Amur","ICESat2",49.8770370483398,136.579391479492,4020000010,1220,"Bolon'","Russia","Europe","SWBD",1,0,323.6,148.83,2.33,4030.05,0,3,12.5,243.911,191.2,16,1.78,13021.3,136.579397,49.877038
1221,10,32,"1993","2024",7,1099.31347806336,1092.26684320168,1091.50524902344,136.584285150654,1309.46881975446,1307.67553710938,1306.2216796875,4.55837663606761,210.1553416911,215.408693907691,19.1169621663627,19.7212517479958,"Karasor","Kazakhstan","3030001840","Ob","Sentinel2",49.8312492370605,75.2729187011719,3020000010,1221,"Karasor","Kazakhstan","Asia","SWBD",1,0,147.21,114.36,2.66,996.12,0,3,6.8,1.665,6924.4,620,1.26,7941.3,75.272917,49.83125
1221,10,32,"1993","2024",7,1099.31347806336,1092.26684320168,1091.50524902344,136.584285150654,1309.46881975446,1307.67553710938,1306.2216796875,4.55837663606761,210.1553416911,215.408693907691,19.1169621663627,19.7212517479958,"Karasor","Kazakhstan","3030001840","Ob","ICESat2",49.8312492370605,75.2729187011719,3020000010,1221,"Karasor","Kazakhstan","Asia","SWBD",1,0,147.21,114.36,2.66,996.12,0,3,6.8,1.665,6924.4,620,1.26,7941.3,75.272917,49.83125
1224,11,30,"1993","2024",3,2819.85777911018,2843.89770777085,2845.20361328125,97.5200251739452,2691.20222981771,2854.7548828125,2854.7548828125,283.281504699661,-128.655549292471,10.8571750416477,-4.5624836204707,0.381770941056734,"Achit","Mongolia","3030024310","Gobi Interior","Sentinel2",49.4150505065918,90.6468734741211,3020024310,1224,"Achit","Mongolia","Asia","SWBD",1,0,284.43,86.15,1.44,2750.96,0,3,9.7,4.83,6592.1,1434,1.47,10337.8,90.646875,49.41505
1224,11,30,"1993","2024",3,2819.85777911018,2843.89770777085,2845.20361328125,97.5200251739452,2691.20222981771,2854.7548828125,2854.7548828125,283.281504699661,-128.655549292471,10.8571750416477,-4.5624836204707,0.381770941056734,"Achit","Mongolia","3030024310","Gobi Interior","ICESat2",49.4150505065918,90.6468734741211,3020024310,1224,"Achit","Mongolia","Asia","SWBD",1,0,284.43,86.15,1.44,2750.96,0,3,9.7,4.83,6592.1,1434,1.47,10337.8,90.646875,49.41505
1227,7,32,"1993","2024",33,1112.7293951416,1109.56611650739,1112.78454589844,447.946522513306,557.896305329872,562.409734841549,711.39892578125,552.25462078567,-554.83308981173,-547.156381665845,-49.8623557743906,-49.3126433409972,"El'ton","Russia","2030066850","Caspian Sea Coast","GREALM",49.1479187011719,46.685417175293,2020065840,1227,"El'ton","Russia","Europe","SWBD",1,0,185.65,54.98,1.14,1731.01,0,3,9.3,0,-1,-22,1.58,10531.2,46.685417,49.147917
1234,11,30,"1993","2024",38,544.401272767469,444.085448784936,388.0166015625,515.192377424838,329.146201933685,273.490540752285,1.62804543972015,591.091192891535,-215.255070833783,-170.59490803265,-39.5397809669938,-38.4148835543736,"Inder","Kazakhstan","2030066850","Caspian Sea Coast","Sentinel2",48.4604187011719,51.9229164123535,2020065840,1234,"Inder","Kazakhstan","Asia","SWBD",1,0,121.98,67.95,1.74,1525.61,0,3,12.5,0.054,326992.1,-27,2.25,430.3,51.922917,48.460417
1234,11,30,"1993","2024",38,544.401272767469,444.085448784936,388.0166015625,515.192377424838,329.146201933685,273.490540752285,1.62804543972015,591.091192891535,-215.255070833783,-170.59490803265,-39.5397809669938,-38.4148835543736,"Inder","Kazakhstan","2030066850","Caspian Sea Coast","GREALM",48.4604187011719,51.9229164123535,2020065840,1234,"Inder","Kazakhstan","Asia","SWBD",1,0,121.98,67.95,1.74,1525.61,0,3,12.5,0.054,326992.1,-27,2.25,430.3,51.922917,48.460417
1239,14,29,"1993","2024",42,2404.74398498535,2403.84008789062,2414.359375,91.3696032786397,2418.2244233631,2422.39345586868,2403.73107910156,55.6516248980258,13.4804383777437,18.5533679780506,0.56057686231517,0.771822055531622,"Dorgon","Mongolia","3030024310","Gobi Interior","GREALM",47.9715347290039,93.2643051147461,3020024310,1239,"Dorgon","Mongolia","Asia","SWBD",1,0,370.35,179.74,2.63,2443.93,0,3,6.6,0,-1,1128,0.99,6654.4,93.264308,47.971534
1239,14,29,"1993","2024",42,2404.74398498535,2403.84008789062,2414.359375,91.3696032786397,2418.2244233631,2422.39345586868,2403.73107910156,55.6516248980258,13.4804383777437,18.5533679780506,0.56057686231517,0.771822055531622,"Dorgon","Mongolia","3030024310","Gobi Interior","ICESat2",47.9715347290039,93.2643051147461,3020024310,1239,"Dorgon","Mongolia","Asia","SWBD",1,0,370.35,179.74,2.63,2443.93,0,3,6.6,0,-1,1128,0.99,6654.4,93.264308,47.971534
1242,14,28,"1993","2024",3,299.773655119396,296.206055323283,295.523422241211,10.5402270683865,297.925059000651,292.665100097656,292.665100097656,16.6620136726616,-1.84859611874532,-3.54095522562665,-0.616663968689659,-1.19543647470745,"Neusiedl","Hungary","2030008490","Danube","Sentinel2",47.6714363098145,16.8011837005615,2020003440,1242,"Neusiedl","Hungary","Europe","SWBD",1,0,141.51,156.08,3.7,301.67,0,3,2.1,5.237,666.7,110,0.46,1142.6,16.801183,47.671437
1242,14,28,"1993","2024",3,299.773655119396,296.206055323283,295.523422241211,10.5402270683865,297.925059000651,292.665100097656,292.665100097656,16.6620136726616,-1.84859611874532,-3.54095522562665,-0.616663968689659,-1.19543647470745,"Neusiedl","Hungary","2030008490","Danube","ICESat2",47.6714363098145,16.8011837005615,2020003440,1242,"Neusiedl","Hungary","Europe","SWBD",1,0,141.51,156.08,3.7,301.67,0,3,2.1,5.237,666.7,110,0.46,1142.6,16.801183,47.671437
1259,12.5,31,"1993","2024",14,1300.53812081473,1314.00246149857,1368.62902832031,176.803235317775,1459.35941859654,1459.64544677734,1454.29254150391,17.2710236794693,158.821297781808,145.642985278775,12.2119678954365,11.0839202776436,"Molochnoye","Ukraine","2030006600","Black Sea, North Coast","Sentinel2",46.4439964294434,35.4351615905762,2020003440,1259,"Molochnoye","Ukraine","Europe","SWBD",1,0,221.09,130.19,2.47,1464.56,0,3,6.6,14.128,1199.8,0,1.12,4698.2,35.435162,46.443997
1259,12.5,31,"1993","2024",14,1300.53812081473,1314.00246149857,1368.62902832031,176.803235317775,1459.35941859654,1459.64544677734,1454.29254150391,17.2710236794693,158.821297781808,145.642985278775,12.2119678954365,11.0839202776436,"Molochnoye","Ukraine","2030006600","Black Sea, North Coast","GREALM",46.4439964294434,35.4351615905762,2020003440,1259,"Molochnoye","Ukraine","Europe","SWBD",1,0,221.09,130.19,2.47,1464.56,0,3,6.6,14.128,1199.8,0,1.12,4698.2,35.435162,46.443997
1262,7,30,"1993","2024",5,1094.93841699807,1092.39256635919,1097.09295654297,38.7165046105969,1101.13879394531,1088.33801269531,1118.10009765625,54.3140589080982,6.20037694724215,-4.05455366387423,0.566276317552303,-0.371162692674445,"Kamyshlybas","Kazakhstan","4030050240","Syr Darya","ICESat2",46.1693229675293,61.6396293640137,4020050220,1262,"Kamyshlybas","Kazakhstan","Asia","SWBD",1,0,148.78,86.61,2,1028.84,0,3,6.9,0.015,793859.1,55,1.28,369.9,61.639631,46.169322
1267,7,31,"1993","2024",3,397.546608399809,395.073157835542,396.991073608398,25.2504479892435,424.571767171224,431.976348876953,431.976348876953,12.8251117231179,27.0251587714149,36.9031910414107,6.79798499104183,9.34084999436291,"","Ukraine","2030006600","Black Sea, North Coast","ICESat2",45.9812431335449,34.5562477111816,2020003440,1267,NA,"Ukraine","Europe","SWBD",1,0,107.3,108.28,2.95,408.36,0,3,3.8,7.75,609.9,0,0.82,9558.9,34.556249,45.981242
1273,4.5,29,"1993","2024",21,630.385094647014,631.580216469021,533.295349121094,512.341309954643,10.5825812930153,11.2511756533668,11.856125831604,35.9257582646323,-619.802513353999,-620.329040815654,-98.3212513457443,-98.2185674345107,"Manas","China","4030050290","Gobi Interior","GREALM",45.810417175293,85.96875,4020050290,1273,"Manas","China","Asia","SWBD",1,0,263.88,118.89,2.06,1198.39,0,3,4.5,115.269,120.3,244,0.78,81711.2,85.96875,45.810417
1287,7,30,"1993","2024",4,4349.1640956549,4354.73900462963,4359.392578125,53.4633467763527,4254.52954101562,4137.71044921875,4242.36938476562,136.344852039699,-94.6345546392749,-217.02855541088,-2.17592513314963,-4.98373278352965,"Kiziliashskiy","Russia","2030005690","Black Sea, North Coast","ICESat2",45.0745582580566,37.0072784423828,2020003440,1287,"Kiziliashskiy","Russia","Europe","SWBD",1,0,233.5,109.61,2.02,4233.12,0,3,18.1,2.491,19668.6,-3,2.67,636.2,37.00728,45.074557
1288,21,29,"1994","2024",18,276.248163442027,282.917678423922,297.775726318359,146.027733025602,211.621892929077,162.041351318359,207.557632446289,112.324097369199,-64.6262705129498,-120.876327105563,-23.3942806018011,-42.7249112812393,"Orog","Mongolia","4030050430","Gobi Interior","Sentinel2",45.0562515258789,100.727081298828,4020050290,1288,"Orog","Mongolia","Asia","SWBD",1,0,114.13,73.16,1.93,478.67,0,3,4.2,4.083,1356.9,1216,0.88,12072.6,100.727083,45.05625
1288,21,29,"1994","2024",18,276.248163442027,282.917678423922,297.775726318359,146.027733025602,211.621892929077,162.041351318359,207.557632446289,112.324097369199,-64.6262705129498,-120.876327105563,-23.3942806018011,-42.7249112812393,"Orog","Mongolia","4030050430","Gobi Interior","GREALM",45.0562515258789,100.727081298828,4020050290,1288,"Orog","Mongolia","Asia","SWBD",1,0,114.13,73.16,1.93,478.67,0,3,4.2,4.083,1356.9,1216,0.88,12072.6,100.727083,45.05625
1288,21,29,"1994","2024",18,276.248163442027,282.917678423922,297.775726318359,146.027733025602,211.621892929077,162.041351318359,207.557632446289,112.324097369199,-64.6262705129498,-120.876327105563,-23.3942806018011,-42.7249112812393,"Orog","Mongolia","4030050430","Gobi Interior","ICESat2",45.0562515258789,100.727081298828,4020050290,1288,"Orog","Mongolia","Asia","SWBD",1,0,114.13,73.16,1.93,478.67,0,3,4.2,4.083,1356.9,1216,0.88,12072.6,100.727083,45.05625
1289,14,27,"1998","2024",37,1825.16834979587,1938.77464358012,1939.12316894531,370.543520800322,1568.02767366976,1546.22126893739,1911.20080566406,462.311235165926,-257.140676126108,-392.553374642725,-14.0886004381386,-20.2474989005344,"Tshchikskoye","Russia","2030005690","Black Sea, North Coast","GREALM",44.9853439331055,39.1161994934082,2020003440,1289,"Tshchikskoye","Russia","Europe","SWBD",2,4379,269.16,139.66,2.4,3048,3048,2,11.3,434.204,81.2,24,1.28,44980.7,39.116201,44.985344
1289,14,27,"1998","2024",37,1825.16834979587,1938.77464358012,1939.12316894531,370.543520800322,1568.02767366976,1546.22126893739,1911.20080566406,462.311235165926,-257.140676126108,-392.553374642725,-14.0886004381386,-20.2474989005344,"Tshchikskoye","Russia","2030005690","Black Sea, North Coast","ICESat2",44.9853439331055,39.1161994934082,2020003440,1289,"Tshchikskoye","Russia","Europe","SWBD",2,4379,269.16,139.66,2.4,3048,3048,2,11.3,434.204,81.2,24,1.28,44980.7,39.116201,44.985344
1297,6.5,32,"1993","2024",7,12949.9964361423,13015.5154582698,12975.4399414062,2374.90740539122,15859.9188058036,15407.0906808036,15821.517578125,1233.65442578832,2909.92236966123,2391.57522253375,22.4704491928653,18.3748022135703,"","China","4030000880","Amur","ICESat2",43.7173385620117,126.686668395996,4020000010,1297,NA,"China","Asia","SWBD",2,5838,193.3,644.71,13.08,9170,9170,2,47.4,377.814,280.9,243,7.3,42874.9,126.686668,43.717337
1306,16,32,"1993","2024",5,18889.2693963914,18946.6769345238,19218.451171875,1819.9545128281,17205.565625,17205.565625,16503.470703125,961.451030759335,-1683.70377139137,-1741.11130952381,-8.91354628947707,-9.18953395120826,"Toktogul'skoye","Kyrgyzstan","4030050240","Syr Darya","Sentinel2",41.6819343566895,72.6530990600586,4020050220,1306,"Toktogul'skoye","Kyrgyzstan","Asia","SWBD",2,4675,223.44,142.67,2.69,19500,19500,2,87.3,338.365,667,871,9.83,51893,72.653097,41.681934
1306,16,32,"1993","2024",5,18889.2693963914,18946.6769345238,19218.451171875,1819.9545128281,17205.565625,17205.565625,16503.470703125,961.451030759335,-1683.70377139137,-1741.11130952381,-8.91354628947707,-9.18953395120826,"Toktogul'skoye","Kyrgyzstan","4030050240","Syr Darya","ICESat2",41.6819343566895,72.6530990600586,4020050220,1306,"Toktogul'skoye","Kyrgyzstan","Asia","SWBD",2,4675,223.44,142.67,2.69,19500,19500,2,87.3,338.365,667,871,9.83,51893,72.653097,41.681934
1308,14,32,"1993","2024",9,3025.82613985656,3013.38024301998,3226.12133789062,825.5055196055,3309.99622938368,3377.50037977431,3454.07055664062,305.409363558468,284.170089527123,364.120136754326,9.39148769269984,12.0834447493891,"","Uzbekistan","4030050220","Amu Darya","Sentinel2",41.219165802002,61.4031257629395,4020050220,1308,NA,"Turkmenistan","Asia","SWBD",1,0,417.16,576.49,7.96,3818.83,0,3,9.2,1972.966,22.4,126,1.29,445130.9,61.403125,41.219166
1308,14,32,"1993","2024",9,3025.82613985656,3013.38024301998,3226.12133789062,825.5055196055,3309.99622938368,3377.50037977431,3454.07055664062,305.409363558468,284.170089527123,364.120136754326,9.39148769269984,12.0834447493891,"","Uzbekistan","4030050220","Amu Darya","ICESat2",41.219165802002,61.4031257629395,4020050220,1308,NA,"Turkmenistan","Asia","SWBD",1,0,417.16,576.49,7.96,3818.83,0,3,9.2,1972.966,22.4,126,1.29,445130.9,61.403125,41.219166
1312,6.5,26,"1999","2024",4,22481.2080953664,22541.8499595905,22499.001953125,511.344435876652,21140.5278320312,21140.5278320312,21098.6240234375,897.906159593808,-1340.68026333513,-1401.32212755927,-5.96355968793091,-6.21653559965724,"Prespa","Macedonia","2030009230","Adriatic Sea - Greece - Black Sea Coast","ICESat2",40.877082824707,21.0520820617676,2020000010,1312,"Prespa","Macedonia","Europe","SWBD",1,0,262.6,110.55,1.92,23116.47,0,3,88,15.475,17289.3,841,10.3,1344.4,21.052083,40.877083
1318,8,32,"1993","2024",11,19138.4573267228,19320.8067808494,18312.572265625,4589.67295773851,25597.3995028409,25849.552734375,25849.552734375,836.297658674191,6458.94217611815,6528.74595352564,33.7484995047099,33.7912698345335,"","China","4030003020","North and South Korea","ICESat2",40.4626655578613,124.966209411621,4020000010,1318,NA,"China","Asia","GRanD",2,5902,284.53,534.79,8.94,14700,14700,2,51.7,527.585,322.5,80,12.3,53089.3,124.966211,40.462665
1321,13,27,"1995","2024",9,1140.48508515229,1098.83056351945,1088.77679443359,103.058451503659,1136.25151909722,1130.42782931858,1070.33715820312,90.5780385481792,-4.23356605506888,31.5972657991244,-0.371207489706326,2.87553576030151,"Ulubat","Turkey","2030000010","Mediterranean Sea, East Coast","Sentinel2",40.2112045288086,28.4607601165771,2020000010,1321,"Ulubat","Turkey","Asia","SWBD",1,0,118.17,94.73,2.46,1146.21,0,3,9.7,109.283,121.4,1,1.81,10479.4,28.460761,40.211205
1321,13,27,"1995","2024",9,1140.48508515229,1098.83056351945,1088.77679443359,103.058451503659,1136.25151909722,1130.42782931858,1070.33715820312,90.5780385481792,-4.23356605506888,31.5972657991244,-0.371207489706326,2.87553576030151,"Ulubat","Turkey","2030000010","Mediterranean Sea, East Coast","ICESat2",40.2112045288086,28.4607601165771,2020000010,1321,"Ulubat","Turkey","Asia","SWBD",1,0,118.17,94.73,2.46,1146.21,0,3,9.7,109.283,121.4,1,1.81,10479.4,28.460761,40.211205
1322,16,27,"1995","2024",4,712.435217553443,710.54341008113,704.858581542969,36.1008964508147,712.078842163086,714.312561035156,697.671478271484,43.5502025851497,-0.356375390356675,3.76915095402649,-0.0500221467967986,0.530460335082993,"Kus","Turkey","2030000010","Mediterranean Sea, East Coast","Sentinel2",40.1406555175781,28.044792175293,2020000010,1322,"Kus","Turkey","Asia","SWBD",1,0,149.39,60.16,1.39,710.7,0,3,4.8,27.137,303.1,14,0.92,2971.6,28.044792,40.140655
1322,16,27,"1995","2024",4,712.435217553443,710.54341008113,704.858581542969,36.1008964508147,712.078842163086,714.312561035156,697.671478271484,43.5502025851497,-0.356375390356675,3.76915095402649,-0.0500221467967986,0.530460335082993,"Kus","Turkey","2030000010","Mediterranean Sea, East Coast","ICESat2",40.1406555175781,28.044792175293,2020000010,1322,"Kus","Turkey","Asia","SWBD",1,0,149.39,60.16,1.39,710.7,0,3,4.8,27.137,303.1,14,0.92,2971.6,28.044792,40.140655
1324,16,32,"1993","2024",6,594.701926439862,598.536649056368,615.989624023438,57.5163399679843,595.727030436198,610.004364013672,610.004364013672,54.8051226397247,1.02510399633593,11.4677149573038,0.172372738469612,1.91595869281912,"Kuyumazarskoye","Uzbekistan","4030050220","Amu Darya","Sentinel2",39.815357208252,64.724365234375,4020050220,1324,"Kuyumazarskoye","Uzbekistan","Asia","SWBD",1,0,183.71,84.98,1.77,563.28,0,3,3.1,0,-1,220,0.6,1646.8,64.724363,39.815357
1324,16,32,"1993","2024",6,594.701926439862,598.536649056368,615.989624023438,57.5163399679843,595.727030436198,610.004364013672,610.004364013672,54.8051226397247,1.02510399633593,11.4677149573038,0.172372738469612,1.91595869281912,"Kuyumazarskoye","Uzbekistan","4030050220","Amu Darya","ICESat2",39.815357208252,64.724365234375,4020050220,1324,"Kuyumazarskoye","Uzbekistan","Asia","SWBD",1,0,183.71,84.98,1.77,563.28,0,3,3.1,0,-1,220,0.6,1646.8,64.724363,39.815357
1325,8,32,"1993","2024",3,759.567418858625,800.979293749528,827.971374511719,201.428078742307,783.768595377604,932.210632324219,932.210632324219,257.109149970553,24.2011765189792,131.231338574691,3.18617885892808,16.3838615553185,"Xiaoxihaiz Shuiku","China","4030050210","Tarim Interior","ICESat2",39.7918663024902,78.7620620727539,4020050210,1325,"Xiaoxihaiz Shuiku","China","Asia","SWBD",1,0,102.82,60.28,1.68,859.2,0,3,8.4,0.257,38694.2,1111,1.64,825.7,78.762059,39.791867
1326,16,27,"1998","2024",8,2835.63395093835,2842.198161913,2852.650390625,200.582330029375,2768.29638671875,2768.29638671875,2768.29638671875,0,-67.3375642195992,-73.9017751942511,-2.37469170508825,-2.60016265524955,"Hirfanli","Turkey","2030003440","Black Sea, South Coast","Sentinel2",39.2715301513672,33.5183792114258,2020003440,1326,"Hirfanli","Turkey","Asia","SWBD",2,4417,183.88,230.16,4.79,5980,5980,2,32.5,110.345,627.2,844,2.14,26528.8,33.518378,39.271529
1326,16,27,"1998","2024",8,2835.63395093835,2842.198161913,2852.650390625,200.582330029375,2768.29638671875,2768.29638671875,2768.29638671875,0,-67.3375642195992,-73.9017751942511,-2.37469170508825,-2.60016265524955,"Hirfanli","Turkey","2030003440","Black Sea, South Coast","ICESat2",39.2715301513672,33.5183792114258,2020003440,1326,"Hirfanli","Turkey","Asia","SWBD",2,4417,183.88,230.16,4.79,5980,5980,2,32.5,110.345,627.2,844,2.14,26528.8,33.518378,39.271529
1329,6,28,"1995","2024",3,455.6738827403,471.242915641971,472.104248046875,149.315640854719,350.948430379232,274.794860839844,274.794860839844,201.239852673838,-104.725452361068,-196.448054802127,-22.9825443870686,-41.6872165673848,"","Azerbaijan","2030068690","Caspian Sea, South West Coast","ICESat2",39.0912055969238,45.4020843505859,2020065840,1329,NA,"Azerbaijan","Asia","GRanD",2,4638,101.07,74.13,2.08,1350,1350,2,13.4,115.35,135.5,764,1.12,50485.8,45.402083,39.091206
1332,8,28,"1995","2024",16,34818.6826966751,35187.9724064317,35617.7734375,2369.35634210653,35843.7634277344,35925.09765625,35903.34375,967.156511073972,1025.08073105923,737.125249818317,2.94405374261076,2.09482160922573,"Keban Baraji","Turkey","2030073570","Tigris - Euphrates","ICESat2",38.8068466186523,38.7608947753906,2020071190,1332,"Keban Baraji","Turkey","Asia","SWBD",2,4422,398.79,752.78,10.63,30700,30700,2,77,594.586,597.6,820,7.32,63156.8,38.760894,38.806847
1345,8.5,32,"1993","2024",4,625.047619289822,619.684414898908,640.938751220703,65.7488625788087,724.870101928711,735.556274414062,735.556274414062,21.3723449707031,99.8224826388889,115.871859515155,15.9703804251438,18.6985273034594,"","Turkmenistan","4030050220","Amu Darya","ICESat2",37.5252494812012,65.1221618652344,4020050220,1345,NA,"Turkmenistan","Asia","SWBD",1,0,145.59,426.46,9.97,459.25,0,3,3.2,40.81,130.2,240,0.65,32217.7,65.122165,37.525249
1349,17,32,"1993","2024",6,273.44968886076,273.05195687704,283.866455078125,66.9049778847145,285.546389261882,287.146860758464,287.28254699707,34.5122111527786,12.0967004011219,14.0949038814231,4.42373895231657,5.16198603468361,"Kayrakkumskoye","Turkmenistan","2030065840","Caspian Sea, East Coast","Sentinel2",37.2545318603516,61.3781242370605,2020065840,1349,"Kayrakkumskoye","Turkmenistan","Asia","SWBD",2,4697,153.65,83.76,1.91,3811,3811,2,24.8,1.371,32172.7,208,0.43,4606.7,61.378125,37.254533
1349,17,32,"1993","2024",6,273.44968886076,273.05195687704,283.866455078125,66.9049778847145,285.546389261882,287.146860758464,287.28254699707,34.5122111527786,12.0967004011219,14.0949038814231,4.42373895231657,5.16198603468361,"Kayrakkumskoye","Turkmenistan","2030065840","Caspian Sea, East Coast","ICESat2",37.2545318603516,61.3781242370605,2020065840,1349,"Kayrakkumskoye","Turkmenistan","Asia","SWBD",2,4697,153.65,83.76,1.91,3811,3811,2,24.8,1.371,32172.7,208,0.43,4606.7,61.378125,37.254533
