"lat","sign","mean_anomaly","sd_anomaly","sum_anomaly","latitude"
"19","Negative",-2.18011823509361,2.31442324735848,-4.36023647018722,19
"19","Positive",1.92514139295281,1.41678765546711,36.5776864661035,19
"20","Negative",-1.70508155913962,1.40209829174107,-20.4609787096754,20
"20","Positive",1.93195704090637,0.652931519578615,13.5236992863446,20
"21","Negative",-0.923259980697281,1.20787315106833,-2.76977994209184,21
"21","Positive",2.23268871638622,1.49621864365813,40.1883968949519,21
"22","Negative",-0.352832826508112,0.409505345075743,-1.76416413254056,22
"22","Positive",2.19930592005281,1.36267149213053,39.5875065609506,22
"23","Negative",-1.736805093235,1.30533927761514,-12.157635652645,23
"23","Positive",1.13823164387344,1.00167340631964,13.6587797264813,23
"24","Negative",-1.41783019220713,1.0805668824081,-5.67132076882853,24
"24","Positive",1.33404639712247,1.82492610051374,8.0042783827348,24
"25","Negative",-2.21157878199351,1.65097398804244,-13.2694726919611,25
"25","Positive",3.06549896567013,1.49290708846566,21.4584927596909,25
"26","Negative",-3.67160735792438,1.53284791776135,-7.34321471584876,26
"26","Positive",2.2982844115748,1.4942894342978,13.7897064694488,26
"27","Negative",-1.02917390237667,NA,-1.02917390237667,27
"28","Negative",-1.16374380759002,NA,-1.16374380759002,28
"28","Positive",1.35351743676541,1.46659285234741,4.06055231029624,28
"29","Negative",-1.01077750421339,NA,-1.01077750421339,29
"29","Positive",2.35954233287706,1.32500490320174,11.7977116643853,29
"30","Negative",-2.18116057353135,2.17463707708377,-6.54348172059406,30
"30","Positive",1.66836377087101,1.9837334890178,5.00509131261301,30
"31","Negative",-1.81374734718123,1.39908514175245,-16.3237261246311,31
"31","Positive",1.36942012513686,0.969582501784231,10.9553610010949,31
"32","Negative",-1.52925125191462,1.10412200082863,-18.3510150229754,32
"32","Positive",1.56040812170046,1.12170540809373,31.2081624340092,32
"33","Negative",-2.34011497710761,1.78579262109839,-28.0813797252913,33
"33","Positive",1.63617807571451,1.11904485465348,34.3597395900047,33
"34","Negative",-1.25989120544112,1.05401098272877,-16.3785856707346,34
"34","Positive",1.48150124340602,1.41637099410836,20.7410174076842,34
"35","Negative",-2.25174502122386,1.92942860048917,-33.7761753183579,35
"35","Positive",1.91250920738845,1.68214382313527,32.5126565256037,35
"36","Negative",-1.63053780077417,1.4284717609848,-17.9359158085159,36
"36","Positive",1.79595748939769,1.70377720598625,26.9393623409653,36
"37","Negative",-1.78657165685119,1.57106092204087,-30.3717181664703,37
"37","Positive",1.80871209860635,1.15544313006901,19.8958330846698,37
"38","Negative",-2.27334092137349,1.4177316253071,-59.1068639557106,38
"38","Positive",1.12827781891577,0.871054517491141,24.8221120161469,38
"39","Negative",-1.93358013809792,1.29295486665886,-38.6716027619584,39
"39","Positive",1.43403399103451,1.11567298194673,28.6806798206902,39
"40","Negative",-1.6566029464147,1.35521799886723,-41.4150736603674,40
"40","Positive",2.03817138238626,1.50203450037572,57.0687987068154,40
"41","Negative",-1.81937284373053,1.96006863250159,-25.4712198122274,41
"41","Positive",1.91918977302329,1.21863519954113,71.0100216018619,41
"42","Negative",-2.3584212093578,1.41232863480065,-23.584212093578,42
"42","Positive",2.03025702119979,1.88124814779176,28.423598296797,42
"43","Negative",-1.87506020091476,1.78628886236356,-15.000481607318,43
"43","Positive",1.66864758461941,1.31687534431828,18.3551234308135,43
"44","Negative",-2.09263128387414,1.83278475870295,-25.1115754064897,44
"44","Positive",1.76665817457564,1.43102789682051,33.5665053169371,44
"45","Negative",-1.91995353505368,1.66350633064384,-32.6392100959126,45
"45","Positive",1.08636516442208,1.10330070328501,31.5045897682404,45
"46","Negative",-1.2596643212438,1.27182206513485,-32.7512723523388,46
"46","Positive",1.32203980394721,1.01634396714982,31.7289552947331,46
"47","Negative",-1.6889984204396,1.20158860319524,-25.334976306594,47
"47","Positive",1.32550723454724,1.24465098105201,58.3223183200784,47
"48","Negative",-1.76321626246221,1.49746229147847,-37.0275415117064,48
"48","Positive",1.44829866309721,1.24397816573179,30.4142719250413,48
"49","Negative",-1.72187053763362,1.41376988007568,-24.1061875268707,49
"49","Positive",1.27212988464935,1.04119022314891,30.5311172315845,49
"50","Negative",-1.13603149194251,1.21678080366882,-11.3603149194251,50
"50","Positive",1.24601773097144,1.09783851700865,42.364602853029,50
"51","Negative",-1.07614609116862,1.1219666429162,-20.4467757322038,51
"51","Positive",1.65642723784943,1.35247391674217,72.8827984653751,51
"52","Negative",-1.27236012786606,1.05467039848031,-12.7236012786606,52
"52","Positive",1.77414327568132,1.44858520204696,69.1915877515714,52
"53","Negative",-1.16131749620565,1.30400517872898,-25.5489849165243,53
"53","Positive",1.54427557743011,1.41814855042169,47.8725429003333,53
"54","Negative",-1.43313751596434,1.2280417241304,-21.4970627394652,54
"54","Positive",1.36451917857115,1.24643170040086,49.1226904285615,54
"55","Negative",-1.30416473868503,1.33147832969815,-41.733271637921,55
"55","Positive",1.11757967526803,1.18945235317567,40.2328683096491,55
"56","Negative",-1.412928218751,1.41979920055788,-19.780995062514,56
"56","Positive",0.738961904860858,1.09383566901751,21.4298952409649,56
"57","Negative",-1.05071742354728,0.990490416208109,-3.15215227064185,57
"57","Positive",0.944513194188355,0.937799705051389,9.44513194188355,57
"58","Negative",-1.54913341289835,1.70694580015171,-13.9422007160851,58
"58","Positive",0.509538391781879,0.776552246107141,5.60492230960067,58
"59","Negative",-1.03659674711481,1.09102368796831,-17.6221447009518,59
"59","Positive",1.09639018388827,1.39698504134718,16.445852758324,59
"60","Negative",-0.935878410416857,1.33545638750422,-11.2305409250023,60
"60","Positive",1.30652103215068,1.212489350849,43.1151940609724,60
"61","Negative",-1.21860483407075,1.1077167189585,-31.6837256858394,61
"61","Positive",0.840124999461515,1.08640898736207,60.4889999612291,61
"62","Negative",-0.72621609941596,0.963996162478782,-14.5243219883192,62
"62","Positive",0.990817089643252,0.978644829516303,49.5408544821626,62
"63","Negative",-1.20349867319443,1.63525909271511,-18.0524800979164,63
"63","Positive",0.979836871115623,1.04367333770714,48.0120066846655,63
"64","Negative",-1.18475004553667,1.0156402341423,-14.21700054644,64
"64","Positive",1.24973357851697,1.01053861714092,51.2390767191957,64
"65","Negative",-0.871652468309845,1.10913500691032,-15.6897444295772,65
"65","Positive",0.85040518232185,0.794227502351502,36.5674228398395,65
"66","Negative",-0.674768085299952,0.651885839874273,-22.2673468148984,66
"66","Positive",1.0819435897231,1.18577740335942,55.1791230758782,66
"67","Negative",-1.51991701286938,1.21695798030041,-33.4381742831264,67
"67","Positive",0.874623994868305,0.926530400267048,38.4834557742054,67
"68","Negative",-1.31654297434244,1.32152744621452,-51.3451759993552,68
"68","Positive",0.872787469305472,0.982073812885811,48.8760982811064,68
"69","Negative",-1.08947082305191,1.15823386826265,-38.131478806817,69
"69","Positive",0.91910216981102,0.862634512476508,74.4472757546926,69
"70","Negative",-0.559855020474435,0.55986130003426,-15.1160855528097,70
"70","Positive",0.774301525814137,0.77788352592281,30.1977595067513,70
"71","Negative",-1.38299745271213,1.67776650284144,-6.91498726356063,71
"71","Positive",0.642717799328742,0.525049447508894,5.78446019395868,71
"72","Positive",1.05357897612784,NA,1.05357897612784,72
"73","Negative",-0.153303611569289,NA,-0.153303611569289,73
"-45","Negative",NA,NA,NA,-45
"-44","Negative",NA,NA,NA,-44
"-43","Negative",NA,NA,NA,-43
"-41","Negative",NA,NA,NA,-41
"2","Negative",NA,NA,NA,2
"3","Negative",NA,NA,NA,3
"4","Negative",NA,NA,NA,4
"5","Negative",NA,NA,NA,5
"6","Negative",NA,NA,NA,6
"7","Negative",NA,NA,NA,7
"8","Negative",NA,NA,NA,8
"9","Negative",NA,NA,NA,9
"10","Negative",NA,NA,NA,10
"-45","Positive",NA,NA,NA,-45
"-44","Positive",NA,NA,NA,-44
"-43","Positive",NA,NA,NA,-43
"-41","Positive",NA,NA,NA,-41
"2","Positive",NA,NA,NA,2
"3","Positive",NA,NA,NA,3
"4","Positive",NA,NA,NA,4
"5","Positive",NA,NA,NA,5
"6","Positive",NA,NA,NA,6
"7","Positive",NA,NA,NA,7
"8","Positive",NA,NA,NA,8
"9","Positive",NA,NA,NA,9
"10","Positive",NA,NA,NA,10
