"site_no","level_long_term_mean","level_long_term_mean_smooth","level_long_term_median","level_long_term_sd","level_2024_mean","level_2024_mean_smooth","level_2024_median","level_2024_sd","level_anomaly_volume","level_anomaly_volume_smooth","level_anomaly_percent","level_anomaly_percent_smooth","latitude","longitude","Hylak_id","Lake_name","Country","Continent","Poly_src","Lake_type","Grand_id","Lake_area","Shore_len","Shore_dev","Vol_total","Vol_res","Vol_src","Depth_avg","Dis_avg","Res_time","Elevation","Slope_100","Wshd_area","Pour_long","Pour_lat","ID","HYBAS_ID"
"006024",180.573645083933,180.576954436451,181.24,2.01882502210707,182.19625,182.159375,182.765,1.18708303375638,1.62260491606713,1.58242056354916,0.898583464554268,0.876313684925976,23.01,-273.92,15554,NA,"India","Asia","SWBD",2,4878,33.55,103.44,5.04,1960.6,1960.6,2,58.4,137.411,165.1,175,1.44,5767.5,86.022739,22.977484,15554,4020024190
"006128",0.548293515358362,0.519300341296928,0.77,1.1203824846864,1.14592592592593,1.15185185185185,1.15,0.4331038182456,0.597632410567564,0.632551510554924,108.998628257888,121.808414178037,-32.35,-341.56,184383,NA,"South Africa","Africa","SWBD",1,0,8.89,30.31,2.87,72.64,0,3,8.2,4.729,177.8,0,2.73,1917.9,18.361922,-32.320027,184383,1020011530
"006131",91.6699494949495,91.6563636363636,91.51,0.795726559149846,91.82,91.8255555555556,91.675,0.656209896733833,0.150050505050501,0.169191919191917,0.16368559803643,0.184593750482145,65.17,-149.3,41311,NA,"United States of America","North America","NHD",1,0,4.65,45.83,6,31.06,0,3,6.7,1.15,312.6,80,2.71,202.7,-149.323688,65.164702,41311,8020000010
"006132",286.880303030303,286.105454545455,295.86,32.9573360095444,231.046470588235,230.710294117647,230.475,3.38250210629775,-55.8338324420677,-55.3951604278075,-19.4624140633908,-19.3617980879867,61.47,-151.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8020000010
"006133",130.562647058824,131.000147058824,129.165,5.83036534469992,125.3765625,125.3796875,125.21,0.891557569197608,-5.18608455882352,-5.62045955882353,-3.97210433125409,-4.29042232777017,60.4,-143.76,4616,NA,"United States of America","North America","NHD",1,0,21.62,33.72,2.05,1263.87,0,3,58.5,10.314,1418.3,132,14.08,147,-143.868253,60.390548,4616,8020000010
"006134",8.31067484662577,7.88828220858896,7.49,2.42929874068992,7.3003125,6.7253125,6.77,1.946373773697,-1.01036234662577,-1.16296970858896,-12.1574043657355,-14.7430033286929,60.32,-143.97,60026,NA,"United States of America","North America","NHD",1,0,9.31,42.08,3.89,145.32,0,3,15.6,39.006,43.1,30,5.77,601.6,-143.996113,60.312673,60026,8020000010
"006217",50.7954277286136,50.7971091445428,50.79,0.875053021181995,51.7458620689655,51.7486206896552,51.72,0.309890732371673,0.950434340351947,0.951511545112396,1.87110215003969,1.87316081788213,27.13,-328.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020034170
"006341",1083.12921311475,1083.14659016393,1088.5,14.2753310648249,1076.53382352941,1076.50205882353,1076.925,2.58315993322942,-6.59538958534222,-6.64453134040491,-0.608919924371337,-0.613447099473328,39.01,-324.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020003440
"006361",178.571031578947,178.343894736842,144.78,41.3085380625615,227.612258064516,227.585161290323,227.91,2.56690177669166,49.0412264855688,49.2412665534805,27.4631478868326,27.6102900108463,14.95,-252.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4020015090
"006382",205.555126582278,205.633971518987,211.13,10.4356605937682,214.426666666667,214.415454545455,215.26,1.49460627479837,8.87154008438819,8.78148302646719,4.31589337220307,4.2704437217254,14,-252.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4020015090
"006446",1771.07674199623,1771.02242937853,1801.22,81.5052264172528,1840.64857142857,1840.83285714286,1842.8,13.0593879204633,69.5718294323378,69.8104277643261,3.9282221816047,3.94181499941947,27.96,-258.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4020006940
"006486",309.00595959596,308.94595959596,308.92,1.14730563324901,308.666944444444,308.693888888889,308.915,1.3934516639204,-0.339015151515184,-0.252070707070743,-0.109711525291766,-0.081590549816674,49.9,-281.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3020000010
"006596",350.13165034965,350.134321678322,350.77,2.50540330723721,352.261612903226,352.252258064516,352.37,1.04328997814348,2.12996255357547,2.11793638619446,0.608331909282818,0.604892538395669,47.94,-292.25,13977,NA,"Kazakhstan","Asia","SWBD",1,0,22,79.69,4.79,221.77,0,3,10.1,15.617,164.4,346,3.05,13079.4,67.739032,47.793979,13977,4020050220
"006600",533.339598765432,533.352314814815,533.48,0.886006883520399,533.356666666667,533.43696969697,533.77,1.43453534869891,0.0170679012345545,0.0846548821549504,0.00320019388660865,0.0158722255071385,49.49,-287.19,13827,NA,"Kazakhstan","Asia","SWBD",1,0,31.87,37.51,1.87,144.24,0,3,4.5,11.613,143.8,528,1.41,10625.5,72.71618,49.499269,13827,3020000010
"006729",96.9832400932401,96.9786946386946,96.93,0.185929065651922,98.6929032258064,98.6941935483871,98.86,0.706296413452536,1.70966313256635,1.71549890969246,1.76284390057774,1.76894411301755,49.07,-296.28,13878,NA,"Kazakhstan","Asia","SWBD",1,0,29.24,37.83,1.97,82.28,0,3,2.8,0.028,34010.7,93,0.95,218.2,63.681258,49.010426,13878,4020050220
"006871",1523.99652061856,1523.77577319588,1521.5,7.78966817264278,1614.12058823529,1614.70794117647,1616.15,5.97434410812447,90.1240676167376,90.9321679805944,5.91366623200414,5.96755569816409,26.72,-260.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4020015090
"006984",293.416152570481,293.250033167496,292.49,4.47645361865164,291.8590625,291.619375,291.26,4.39874055242869,-1.55709007048091,-1.63065816749588,-0.530676330133831,-0.556064103346408,19.93,-258.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4020015090
"010065",32.3150819672131,32.31184110971,32.31,0.0653276480996078,32.3622857142857,32.3514285714286,32.35,0.0964086191620827,0.0472037470725937,0.0395874617186109,0.146073425159455,0.122516886562414,-31.42,-222,184251,NA,"Australia","Oceania","SWBD",1,0,1.76,7.73,1.64,1.41,0,3,0.8,0.024,679.1,30,0.31,299.9,137.994243,-31.431382,184251,5020049720
"010068",-9.94704724409449,-9.9494750656168,-9.93,0.135108153976641,-10.2030555555556,-10.2402777777778,-10.19,0.196480743432232,-0.256008311461068,-0.290802712160978,2.57371162696607,2.9227945217525,-27.95,-223.04,175,"Eyre","Australia","Oceania","SWBD",1,0,8026.7,2799.8,8.82,24200,0,1,3,1242.078,225.5,-15,-1,736713.1,137.20625,-28.427083,175,5020049720
"010159",1126.51301994302,1126.51021367521,1126.51,0.1517496517482,1126.40628571429,1126.40571428571,1126.36,0.13737209482634,-0.10673422873424,-0.104499389499324,-0.0094747443522347,-0.00927638189434583,-2.66,-322.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020000010
"100038",923.03201754386,923.048011695906,923.06,0.274071655627837,923.024285714286,923.061428571429,923.08,0.210395785496336,-0.00773182957391327,0.0134168755221253,-0.00083765562049378,0.00145354037407812,-43.94,-71.66,994,"General Vintter","Argentina","South America","SWBD",1,0,139.04,113.94,2.73,11533.15,0,3,83,32.19,4146.8,927,11.33,496.5,-71.419419,-43.910356,994,6020021870
"100265",310.344317617866,310.344888337469,310.34,0.345854221673001,310.427714285714,310.403428571429,310.39,0.366117031387873,0.0833966678482625,0.0585402339595475,0.0268723037974069,0.018862960583353,-44.96,-191.6,1706,"Wakatipu","New Zealand","Oceania","SWBD",1,0,290.88,207.69,3.44,37825.67,0,3,130,172.048,2544.6,310,14.13,3061.8,168.730012,-45.026494,1706,5020082270
"100642",349.106203703704,349.071203703704,348.815,2.30664756840224,350.371612903226,350.441612903226,349.84,2.08856904246934,1.26540919952208,1.3704091995221,0.362471129443483,0.392587295939003,24.83,-284.43,1481,"Rana Pratap","India","Asia","SWBD",2,4836,171.42,149.87,3.23,2898.7,2898.7,2,16.9,184.252,182.1,346,3.52,25043,75.579578,24.916837,1481,4020024190
"101150",852.9171875,852.93515625,852.835,0.826737362304605,851.722972972973,851.744864864865,851.63,0.295266968322886,-1.19421452702704,-1.19029138513508,-0.140015296271309,-0.139552388761685,53.79,-126.54,591,"Nechako Reservoir","Canada","North America","Other",2,15,839.1,1427.09,13.9,23800,23800,2,28.4,121.503,2267.1,850,-1,13970.8,-124.947895,53.577061,591,7020014250
"101302",28.4828636363636,28.4798181818182,28.55,0.868151071352166,28.6036363636364,28.749696969697,28.6,0.836158695246521,0.12077272727273,0.269878787878788,0.424018907700492,0.947614153137683,44.24,-73.33,64,"Champlain","Canada","North America","SWBD",1,0,1141.3,975.72,8.15,25800,0,1,22.6,410.763,727,28,-1,21344.2,-73.334878,45.054564,64,7020024600
"101396",0.371968253968254,0.266634920634921,0.17,0.570309949483108,0.849473684210526,0.885263157894737,1,0.679750556243575,0.477505430242272,0.618628237259816,128.372629961864,232.013209592621,51.49,-355.82,1209,NA,"Netherlands","Europe","GRanD",3,6823,327.92,133.89,2.09,3142.7,2780,3,9.6,0.387,93989.4,0,0.22,47.5,3.901042,51.63044,1209,2020018240
"101452",275.46011627907,275.46,275.295,3.23995902587117,281.376896551724,281.129655172414,281.11,1.22621689833952,5.91678027265436,5.6696551724138,2.14796259893394,2.05824989922813,-38.25,-67.37,977,NA,"Argentina","South America","SWBD",2,2339,238.12,196.17,3.59,4000,4000,2,16.8,108.407,427.1,279,0.9,31347.5,-67.193765,-38.210399,977,6020017370
"101577",145.893164556962,146.031139240506,125.54,33.623452839987,196.412647058824,196.390294117647,197.705,6.81827726789992,50.5194825018615,50.3591548771407,34.6277240988469,34.4852167414798,32.49,-311.88,15101,NA,"Iran","Asia","GRanD",2,4654,27.29,95.45,5.15,7300,7300,2,267.5,296.563,284.9,157,6,42910.1,48.126135,32.491578,15101,2020071190
"103924",2325.02244525547,2325.05054744526,2325.12,2.70509305404786,2324.98878787879,2324.94,2324.57,3.19860199694316,-0.0336573766862784,-0.110547445255179,-0.00144761512969309,-0.00475462545864422,7.08,-320.73,15883,NA,"Ethiopia","Africa","SWBD",2,4490,40.65,101.38,4.49,750,750,2,18.4,18.172,477.7,2324,1.65,4422.4,39.429363,7.176584,15883,1020000010
"106128",0.416799336650083,0.419253731343284,0.69,1.13879469615886,1.19257142857143,1.19342857142857,1.22,0.457167383795829,0.775772091921346,0.774174840085288,186.126038049008,184.655444235366,-32.32,-341.6,184383,NA,"South Africa","Africa","SWBD",1,0,8.89,30.31,2.87,72.64,0,3,8.2,4.729,177.8,0,2.73,1917.9,18.361922,-32.320027,184383,1020011530
"106871",1576.04923076923,1576.04293269231,1571.8,12.1652520991909,1613.60878787879,1614.22848484848,1616.18,6.16731138624025,37.5595571095571,38.1855521561772,2.38314618454052,2.42287512377255,26.99,-260.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4020015090
"301438",532.752962085308,532.744928909953,533.25,2.99137318517781,534.924615384615,534.888461538462,534.94,1.23476388275404,2.17165329930742,2.14353262850898,0.407628573439951,0.402356270738204,38,-320.9,1348,"Ataturk Dam","Turkey","Asia","GRanD",2,4442,695.05,1461.01,15.63,48700,48700,2,70.1,701.683,803.3,530,-1,91564.6,38.322917,37.485417,1348,2020071190
