"site_no","Hylak_id","level_long_term_mean","level_long_term_mean_smooth","level_long_term_median","level_long_term_sd","level_2024_mean","level_2024_mean_smooth","level_2024_median","level_2024_sd","level_anomaly","level_anomaly_smooth","Lake_name","Country","Continent","Poly_src","Lake_type","Grand_id","Lake_area","Shore_len","Shore_dev","Vol_total","Vol_res","Vol_src","Depth_avg","Dis_avg","Res_time","Elevation","Slope_100","Wshd_area","Pour_long","Pour_lat","ID","HYBAS_ID"
"000348",33,209.049221789883,209.062023346304,209.01,0.651706902293125,208.769117647059,208.769705882353,208.72,0.251677615419782,-0.280104142824428,-0.292317463950553,"Athabasca","Canada","North America","CanVec",1,0,7528.73,2540.35,8.26,155400,0,1,20.6,1196.006,1503.8,207,-1,291489.3,-111.200512,58.704508,33,8020008900
"000349",1562,1637.72258561644,1637.71640410959,1637.67,0.497004398100265,1638.52205882353,1638.52529411765,1638.265,0.504247290293441,0.799473207091069,0.808890008057915,"Ziway","Ethiopia","Africa","SWBD",1,0,411.96,150.02,2.09,5717.64,0,3,13.9,60.774,1088.9,1636,1.85,7296.3,38.740906,7.903165,1562,1020000010
"000351",72,32.1005539906103,32.1004882629108,32.11,0.550604566176744,32.3155555555556,32.3163888888889,32.29,0.601234180401064,0.215001564945226,0.215900625978087,"Nicaragua","Nicaragua","North America","SWBD",1,0,7833.32,812.17,2.59,104000,0,1,13.3,243.917,4934.9,31,-1,25625.4,-84.781903,11.122437,72,7020047840
"000353",115,311.4537995338,311.474533799534,311.525,3.48690355451742,312.425135135135,312.423243243243,312.46,1.95842144712637,0.971335601335568,0.948709443709447,"Zeyskoye Reservoir","Russia","Europe","SWBD",2,5834,2234.7,1785.54,10.66,68400,68400,2,30.6,500.162,1582.8,308,-1,82118.9,127.306854,53.770578,115,4020000010
"000355",1089,122.913655913978,122.923306451613,123.03,0.560568659449404,123.0725,123.073888888889,123.135,0.403756468325011,0.158844086021517,0.150582437275986,"Oulu","Finland","Europe","Other",3,3723,889.77,715.46,6.77,6228.42,2343,1,7,227.993,316.2,106,-1,20744.5,26.823958,64.539583,1089,2020024230
"000368",829,-70.0230289855073,-70.025115942029,-69.965,1.08667170676695,-72.8994117647059,-72.8664705882353,-72.885,0.351722524730578,-2.87638277919864,-2.8413546462063,"Salton","United States of America","North America","SWBD",1,0,956.86,201.88,1.84,8560,0,1,8.9,25.481,3888.2,-71,-1,20050.8,-115.835417,33.335417,829,7020000010
"000369",860,-38.8478503401361,-38.8519047619048,-37.11,3.97962326950896,-39.6877777777778,-39.6530555555556,-39.705,0.286068034975809,-0.83992743764172,-0.801150793650791,"Enriquillo","Dominican Republic","North America","SWBD",1,0,227.51,135.85,2.54,2017.62,0,3,8.9,15.777,1480.1,-42,1.44,3077.1,-71.59375,18.460417,860,7020065090
"000372",1239,1133.11396640827,1133.11603359173,1133.21,0.6395411145208,1132.972,1132.97114285714,1133.08,0.271756811700983,-0.141966408268672,-0.144890734588444,"Dorgon","Mongolia","Asia","SWBD",1,0,370.35,179.74,2.63,2443.93,0,3,6.6,0,-1,1128,0.99,6654.4,93.264308,47.971534,1239,3020024310
"000385",123,543.137855477856,543.135641025641,543.57,1.41550707279688,545.074285714286,545.100857142857,545.1,0.157914454024693,1.93643023643017,1.96521611721607,"Hulun","China","Asia","SWBD",1,0,2121.43,424.9,2.6,13100,0,1,6.2,28.131,5389.8,540,-1,133702.3,117.712696,49.366475,123,4020000010
"000393",156,76.8094348894349,76.7988820638821,76.35,3.04507012707117,81.9611111111111,81.9858333333333,82.165,0.873739999829233,5.15167622167623,5.18695126945127,"Volta","Ghana","Africa","SWBD",2,3667,6045.16,5492.28,19.93,148000,148000,2,24.5,1372.072,1248.5,75,-1,404374.9,0.060347,6.302627,156,1020021940
"000394",172,482.058526315789,482.063964912281,482.28,2.98606951939468,476.826571428571,476.837714285714,477.04,0.606896361232554,-5.23195488721808,-5.22625062656641,"Kariba Reservoir","Zambia","Africa","SWBD",2,4056,5276.89,3119.53,12.11,185000,185000,2,35.1,1315.381,1627.8,487,-1,679343.6,28.760417,-16.522917,172,1020011530
"000396",10,4.54925675675676,4.5494305019305,4.53,0.446420576490066,5.00147058823529,5.00705882352941,5.025,0.325605564997313,0.452213831478538,0.45762832159891,"Ladoga","Russia","Europe","MODIS",1,0,17444.01,1795.84,3.84,837000,0,1,48,2527.206,3833.3,-10,-1,279581.2,31.032851,59.95278,10,2020024230
"000397",99,76.4118093922652,76.4136464088398,76.41,0.33280718439714,76.5114705882353,76.5508823529412,76.6,0.414415487256968,0.0996611959700999,0.137235944101391,"Saimaa","Finland","Europe","Other",3,3733,4422.19,9572.39,40.61,36000,5600,1,8.1,606.956,686.5,62,-1,68116.1,28.78125,61.227083,99,2020024230
"000402",154,1787.48193548387,1787.48203629032,1787.47,0.732952287239279,1788.04382352941,1788.04617647059,1788.105,0.668122719202398,0.561888045540854,0.564140180265667,"Tana","Ethiopia","Africa","SWBD",1,0,3059.34,484.93,2.47,28400,0,1,9.3,170.151,1931.8,1786,-1,15133.2,37.407008,11.573725,154,1020034170
"000408",25,0.448228260869565,0.447510869565217,0.52,0.616578374860144,0.775833333333333,0.7675,0.875,0.478589445289861,0.327605072463768,0.319989130434783,"Baker","Canada","North America","CanVec",1,0,1664.7,896.5,6.2,99882,0,1,60,1646.452,702.1,2,-1,244118.8,-94.186458,64.05625,25,8020010700
"000409",28,139.540771812081,139.529899328859,139.59,0.878074521603845,140.220571428571,140.107714285714,140.04,1.05061870527111,0.679799616490868,0.577814956855207,"Yathkyed","Canada","North America","CanVec",1,0,1336.49,1024.36,7.9,30979.46,0,1,23.2,306.171,1171.1,113,-1,52564.8,-97.609375,63.058808,28,8020010700
"000410",37,258.173089330025,258.189627791563,258.36,0.639457657986876,258.294857142857,258.291714285714,258.3,0.321726696478379,0.121767812832331,0.102086494151024,"Southern Indian","Canada","North America","Other",3,702,2307.45,5062.59,29.73,23380,4463,1,10.1,991.698,272.9,256,-1,265491.1,-98.132949,57.361625,37,7020021430
"000411",1236,1132.9932382311,1132.98751783167,1133.05,0.605807075862327,1132.984,1132.97942857143,1132.98,0.244133521808446,-0.00923823109860678,-0.00808926024046741,"Har","Mongolia","Asia","SWBD",1,0,574.52,126.37,1.49,2340,0,1,4.1,27.295,992.2,1129,-1,80448.2,93.408849,48.21335,1236,3020024310
"000412",27,264.737739130435,264.73052173913,264.73,0.184502127077697,264.559393939394,264.549393939394,264.54,0.138495022336988,-0.178345191040819,-0.181127799736487,"Martre","Canada","North America","CanVec",1,0,1679.89,1086.73,7.48,16798.9,0,1,10,17.55,11078.7,249,-1,13423.7,-117.132493,63.098255,27,8020008900
"000413",119,1646.7046953405,1646.71845878136,1646.79,0.379716349863765,1646.86888888889,1646.89111111111,1646.89,0.135641918884725,0.164193548387175,0.172652329749098,"Khovsgol","Mongolia","Asia","SWBD",1,0,2767.8,463.24,2.48,383700,0,1,138.6,25.365,175082.7,1642,-1,7714.6,100.152026,50.423719,119,3020003790
"000414",171,320.532146596859,320.560942408377,321.1,2.98809001245407,315.534117647059,315.564705882353,316.59,5.07159894555234,-4.99802894979979,-4.99623652602401,"Cahora Bassa Reservoir","Mozambique","Africa","SWBD",2,4505,2048.68,2176.09,13.56,63000,63000,2,30.8,2652.541,274.9,317,-1,1068237,32.704318,-15.586301,171,1020011530
"000416",167,924.901425837321,924.901196172249,924.8,0.736696295954824,925.587941176471,925.587352941177,925.575,0.608653652878391,0.686515339149992,0.686156768927731,"Mweru","Democratic Republic of the Congo","Africa","SWBD",1,0,5042.56,572.11,2.27,38200,0,1,7.6,1491.026,296.5,921,-1,216298.5,28.878979,-8.491502,167,1020018110
"000417",155,135.473969732247,135.471222351572,135.99,2.92590467017347,136.385142857143,136.442,137.86,3.2688488452526,0.911173124896067,0.970777648428424,"Kainji Reservoir","Nigeria","Africa","SWBD",2,3640,1034.85,571.05,5.01,15000,15000,2,14.5,1388.535,125,139,-1,1571130,4.612749,9.866081,155,1020021940
"000420",3,156.579554455446,156.583534653465,156.6,0.301470955272797,156.261111111111,156.269444444444,156.27,0.098118813625634,-0.318443344334412,-0.31409020902089,"Great Slave","Canada","North America","CanVec",1,0,26734.29,9814.16,16.93,1580000,0,1,59.1,4350.692,4203.2,148,-1,995312.3,-117.617115,61.311727,3,8020008900
"000421",2,156.484523809524,156.4933126294,156.63,0.46417851103438,156.4375,156.4475,156.435,0.110979406069001,-0.0470238095238074,-0.0458126293995917,"Great Bear","Canada","North America","CanVec",1,0,30450.64,5331.72,8.62,2200000,0,1,72.2,535.187,47577.7,145,-1,147665.4,-123.505546,65.138384,2,8020008900
"000422",914,159.76354978355,159.761991341991,159.86,1.49518894282283,159.749705882353,159.767352941176,159.83,1.52183996549256,-0.0138439011968501,0.0053615991851359,"Grajau","Brazil","South America","SWBD",2,2490,311.16,851.38,13.62,5060,5060,2,16.3,502.502,116.5,160,3.2,85233.9,-43.568828,-6.752165,914,6020008320
"000423",32,396.333033419023,396.3364781491,396.37,0.39826884255965,396.239696969697,396.24,396.22,0.154828228379163,-0.0933364493261593,-0.0964781491002213,"Wollaston","Canada","North America","CanVec",1,0,2269.59,3819.45,22.62,45865,0,1,20.2,101.461,5232,395,-1,17770,-102.757556,58.811965,32,7020021430
"000424",138,245.971809872029,245.972157221207,246.2,1.15852431415822,244.355142857143,244.361428571429,244.36,0.285310681317667,-1.61666701488639,-1.610728649778,"Aydar","Uzbekistan","Asia","SWBD",1,0,2742.41,2903.2,15.64,44300,0,1,16.2,0,-1,241,-1,20310.3,67.796971,40.868651,138,4020050220
"000425",112,235.860707213579,235.8871145686,236.02,3.84861633029076,235.433636363636,235.542121212121,235.96,2.82702783212977,-0.42707084994214,-0.344993356478511,"Krasnoyarsk Reservoir","Russia","Europe","SWBD",2,5056,1629.53,1537.87,10.75,73300,73300,2,45,2686.027,315.8,223,-1,290947.3,92.29324,55.93397,112,3020003790
"000429",30,331.137232876712,331.15302739726,331.28,0.670384295344385,331.826666666667,331.857777777778,331.91,0.590994319527931,0.689433789954307,0.70475038051751,"Kasba","Canada","North America","CanVec",1,0,1330.11,1064.77,8.24,20918.21,0,1,15.7,95.093,2546,324,-1,14582.2,-102.145569,60.575531,30,8020010700
"000431",135,477.611910447761,477.602970149254,477.735,1.14801613155314,478.403235294118,478.439117647059,478.205,0.647015154092755,0.791324846356417,0.836147497805086,"Qapshaghay Bogeni Reservoir","Kazakhstan","Asia","SWBD",2,4789,1205.95,297.84,2.42,28100,28100,2,23.3,197.454,1647.1,475,-1,113657.6,77.103595,43.92173,135,4020050220
"000432",73,264.486977428852,264.491560353288,266.41,6.4287017644092,263.490571428571,263.498,265.08,4.88057008655217,-0.996406000280444,-0.993560353287535,"Guri Reservoir","Venezuela","South America","SWBD",2,2294,3661.1,4704.71,21.93,135000,135000,2,36.9,4348.397,359.3,270,-1,87349.9,-62.997917,7.764054,73,6020000010
"000433",108,295.747513513514,295.758036036036,295.83,0.434067673126157,295.611764705882,295.625294117647,295.695,0.488091338870314,-0.13574880763116,-0.132741918389002,"Ust-Ilimskoye Reservoir","Russia","Europe","SWBD",2,5054,1702.79,1990.22,13.61,59300,59300,2,34.8,3438.245,199.6,291,-1,782364.1,102.668786,57.976665,108,3020003790
"000434",96,241.887801899593,241.900814111262,242.13,2.2453807774413,241.900588235294,241.944117647059,243.25,2.47453079871656,0.012786335701179,0.0433035357969516,"Vilyuy Reservoir","Russia","Europe","Other",2,5180,2190.47,2742.99,16.53,35900,35900,2,16.4,658.742,630.8,223,-1,137267,112.477083,63.034291,96,3020008670
"000436",35,5.05052694610778,5.05374850299401,5.05,0.176086446449341,5.26171428571429,5.27171428571429,5.3,0.170146748327397,0.211187339606501,0.217965782720273,"Becharof","United States of America","North America","NHD",1,0,1166.38,364.88,3.01,64795,0,1,55.6,40.42,18553.7,4,-1,3385.5,-156.842235,58.038697,35,8020000010
"000438",60,403.674398496241,403.678295739348,403.85,0.974917466685476,404.077941176471,404.108235294118,404.15,0.488409784552947,0.403542680229975,0.429939554769305,"Gouin Reservoir","Canada","North America","CanVec",2,2023,1318.78,4635.05,36.01,8573,8573,2,6.5,141.426,701.6,400,-1,8724,-74.099187,48.35383,60,7020024600
"000439",996,252.932208774584,252.92258698941,252.61,1.42568174823704,251.337272727273,251.317878787879,251.34,0.143793965608626,-1.59493604731122,-1.6047082015312,"Colhue Huapi","Argentina","South America","Other",1,0,623.21,224,2.53,1620,0,1,2.6,189.142,99.1,253,-1,29104,-68.695469,-45.662884,996,6020017370
"000441",34,209.293367346939,209.299489795918,209.27,0.415727386059543,209.093529411765,209.062647058824,209.065,0.199892127771701,-0.19983793517406,-0.236842737094833,"Claire","Canada","North America","CanVec",1,0,1332.93,642.99,4.97,1700,0,1,1.3,46.537,422.8,207,-1,21416.2,-111.703703,58.628837,34,8020008900
"000442",29,277.256676217765,277.255214899713,277.27,0.482735047416916,277.606388888889,277.598888888889,277.785,0.614022581147247,0.349712671123825,0.343673989175443,"Nueltin","Canada","North America","CanVec",1,0,1917.62,3921.84,25.26,191762,0,1,100,151.355,14664,264,-1,27056.3,-98.96529,60.826818,29,8020010700
"000443",21,394.629852941176,394.628634453782,394.64,0.315318017265719,394.661818181818,394.702121212121,394.66,0.264415092059982,0.031965240641739,0.0734867583396976,"Takiyuak","Canada","North America","CanVec",1,0,1031.69,1003.96,8.82,49576.74,0,1,48.1,41.152,13943.5,366,-1,7177.5,-113.658891,66.21204,21,8020010700
"000449",1416,6.10803407601573,6.09258191349934,6.08,0.489911142934267,6.19742857142857,6.17342857142857,6.15,0.431838360672022,0.0893944954128445,0.0808466579292269,"Kaoyu","China","Asia","SWBD",1,0,703.14,484.22,5.15,5554.91,0,1,7.9,1311.151,49,2,-1,171466.1,119.461404,32.561788,1416,4020006940
"000451",100590,395.146952965235,395.161063394683,395.29,1.56518366905139,393.479411764706,393.481176470588,393.965,1.16506454802707,-1.66754120052929,-1.67988692409477,NA,"Canada","North America","CanVec",1,0,2.12,18.81,3.64,15.06,0,3,7.1,0.248,703,398,3.84,13,-70.247101,49.771792,100590,7020024600
"000454",42,576.563125794155,576.579504447268,576.53,0.558231611879652,576.469142857143,576.482857142857,576.39,0.225615125543359,-0.0939829370121288,-0.096647304410908,"Lesser Slave","Canada","North America","CanVec",1,0,1186.51,314.63,2.58,13526.56,0,1,11.4,43.347,3611.7,572,-1,13479,-114.773391,55.306762,42,8020008900
"000459",1198,528.303554421769,528.367244897959,529.28,8.75088197757511,525.902,525.914857142857,526.45,7.68964154293446,-2.40155442176865,-2.452387755102,"Sayano-Shushenskoye","Russia","Europe","SWBD",2,5057,282.39,1249.04,20.97,31300,31300,2,110.8,1451.72,249.5,518,17.15,183579.7,91.367186,52.825779,1198,3020003790
"000460",1307,248.615012315271,248.620640394089,249.08,3.02117183964794,248.924242424242,248.941818181818,249.32,2.83906568071152,0.309230108971491,0.321177787729511,"Chardarinskoye","Kazakhstan","Asia","SWBD",2,4679,745.08,339.28,3.51,6700,6700,2,9,543.691,142.6,248,-1,199564,67.960442,41.243404,1307,4020050220
"000462",799,1108.6894279661,1108.71120762712,1108.335,9.83394247048694,1089.58944444444,1089.62666666667,1089.82,2.68879361631032,-19.0999835216571,-19.0845409604519,NA,"United States of America","North America","SWBD",1,0,138.79,411.31,9.85,8187.25,0,3,59,461.47,205.3,1124,8.42,201928.8,-110.726722,37.365174,799,7020000010
"000470",44,179.790238948626,179.802449223417,179.82,0.514143911734849,179.539142857143,179.532285714286,179.53,0.263364782010355,-0.251096091483191,-0.270163509131265,"Gods","Canada","North America","CanVec",1,0,1024.08,1597.08,14.08,13800,0,1,13.5,157.903,1011.5,178,-1,26706.4,-94.083446,54.836064,44,7020021430
"000475",265,128.941615508885,128.942504038772,128.96,0.280038671887675,129.172941176471,129.170588235294,129.145,0.174399913326443,0.231325667585281,0.228084196521877,"Tehek","Canada","North America","CanVec",1,0,450.06,1037.29,13.79,9250.45,0,3,20.6,9.765,10964.2,106,2.56,1781.8,-95.25627,65.04373,265,8020010700
"000480",762,227.209722543353,227.224589595376,227.26,0.263970601553023,227.280882352941,227.285588235294,227.31,0.188122584906416,0.071159809588579,0.0609986399183811,"Winnebago","United States of America","North America","SWBD",3,1493,645.53,284.69,3.16,4100,1356.8,1,6.4,136.851,346.8,226,-1,15194.9,-88.45459,44.185016,762,7020024600
"000484",547,458.859588377724,458.861573849879,459,0.462067107874939,458.834285714286,458.840857142857,458.84,0.110514457778842,-0.0253026634382536,-0.0207167070217906,"Dore","Canada","North America","CanVec",1,0,627.55,268.49,3.02,6840.33,0,1,10.9,1.941,40788.5,454,-1,2524.2,-107.586458,54.705994,547,7020021430
"000486",760,2357.8812345679,2357.90401920439,2357.84,0.486641733768469,2357.594,2357.57857142857,2357.56,0.406355393568664,-0.287234567901123,-0.325447775818247,"Yellowstone Lake","United States of America","North America","SWBD",1,0,340.47,206.51,3.16,14617.24,0,3,42.9,22.004,7688.6,2360,5.18,2579.2,-110.384698,44.56426,760,7020046750
"000497",399,1.21576323987539,1.21192107995846,1.17,0.304554331730433,1.14057142857143,1.12457142857143,1.09,0.254904167195794,-0.0751918113039609,-0.0873496513870347,"Dall Lake","United States of America","North America","NHD",1,0,449.21,465.54,6.2,1003.59,0,3,2.2,27.868,416.8,11,0.37,3057.8,-164.064566,60.26521,399,8020000010
"000498",297,136.852098501071,136.853661670236,136.88,0.403346897707733,136.90275862069,136.968275862069,136.94,0.400784022276732,0.0506601196190104,0.114614191833425,"Mallery","Canada","North America","CanVec",1,0,460.6,368.47,4.84,6497.43,0,3,14.1,56.543,1330,121,1.83,7699.5,-98.096875,63.926088,297,8020010700
"000501",82,219.367286585366,219.388704268293,219.51,0.948729298919841,218.629166666667,218.679444444444,218.65,0.649502556906875,-0.738119918699198,-0.709259823848242,"Itaipu","Brazil","South America","SWBD",2,2432,1156.44,2170.41,18,29000,29000,2,25.1,10027.34,33.5,217,-1,824128.6,-54.594792,-25.405427,82,6020014330
"000502",132,-0.308840579710145,-0.32897233201581,-0.38,0.496404193805975,-0.4,-0.39,-0.5,0.403659728571712,-0.0911594202898551,-0.0610276679841897,"Syvash","Ukraine","Europe","SWBD",1,0,1333.38,759.62,5.87,466.68,0,1,0.3,53.147,101.6,0,-1,19206.3,34.80493,46.147371,132,2020003440
"000503",125,80.2248767416935,80.2293354769561,80.39,0.957760212865949,80.3825714285714,80.3734285714286,80.58,1.18715513347008,0.15769468687796,0.144093094472524,"Kremenchuk Reservoir","Ukraine","Europe","SWBD",2,4371,1849.09,663.27,4.35,13520,13520,2,7.3,1618.834,96.7,77,-1,388063.7,33.247337,49.081155,125,2020003440
"000504",55,350.602721088435,350.591700680272,351.02,2.66664649023212,347.43696969697,347.457878787879,347.51,1.21746787649738,-3.16575139146568,-3.13382189239331,"Manicouagan Reservoir","Canada","North America","CanVec",3,2005,1795.64,2140.21,14.25,141850,35200,2,79,601.791,2728.2,346,-1,29287.6,-68.728125,50.649075,55,7020024600
"000509",59,99.9358823529412,99.9634238310709,100.48,1.29263066904713,100.165882352941,100.201176470588,100.48,1.08176095955555,0.230000000000004,0.237752639517353,"Saint-Jean","Canada","North America","CanVec",3,2021,1112.79,699.95,5.92,12240.69,5370,1,11,1560.694,90.8,96,-1,72559.1,-71.635571,48.578105,59,7020024600
"000511",1698,356.925349794239,356.92024691358,356.95,0.343994397385985,356.991428571429,356.960285714286,357.05,0.460039274903546,0.0660787771898868,0.0400388007054744,"Taupo","New Zealand","Oceania","SWBD",1,0,611.94,162.86,1.86,59096.6,0,1,96.6,112.701,6069.1,356,-1,3421.6,176.060417,-38.690273,1698,5020082270
"000512",56,356.133657657658,356.139405405405,356.27,0.562223016369214,355.923235294118,355.946764705882,356.15,0.744164044265231,-0.210422363539976,-0.192640699523054,"Seul","Canada","North America","Other",3,714,1248.75,3577.8,28.56,5680,3630,1,4.5,261.595,251.3,355,-1,26011.8,-93.200208,50.63859,56,7020021430
"000514",1602,320.077886792453,320.074452830189,320.27,0.669001786101,320.000857142857,320.066285714286,320.09,0.43674175589762,-0.0770296495956586,-0.00816711590300656,"Towuti","Indonesia","Asia","SWBD",1,0,559.75,217.43,2.59,67170,0,1,120,138.984,5593.7,319,-1,2444.4,121.353125,-2.765459,1602,5020015660
"000519",1484,393.123448275862,393.132362068966,394.015,4.87573617902727,397.6278125,397.613125,397.205,1.75360041495278,4.50436422413793,4.48076293103446,"Gandhisagar Reservoir","India","Asia","GRanD",2,4843,523.51,329.22,4.06,7322.8,7322.8,2,14,175.916,481.8,386,-1,22820.1,75.553943,24.700139,1484,4020024190
"000520",1213,102.669563567362,102.673889943074,102.7,0.310134889150864,102.602352941176,102.650588235294,102.695,0.499776063934635,-0.067210626185954,-0.0233017077798792,"Kiev Reservoir","Ukraine","Europe","SWBD",2,4368,636.17,442.86,4.95,3730,3730,2,5.9,1171.448,36.9,98,-1,245547,30.523958,50.586833,1213,2020003440
"000557",1596,1173.45236507937,1173.43555555556,1173.48,0.636536954283192,1175.98944444444,1175.98305555556,1175.965,0.326592314181672,2.53707936507931,2.54750000000013,"Burigi","United Republic of Tanzania","Africa","SWBD",1,0,188.53,229.09,4.71,2373.25,0,3,12.6,18.586,1477.9,1172,2.04,5299.5,31.190597,-1.857657,1596,1020034170
"000558",1605,685.375567651633,685.31632970451,685.17,1.57427779407204,688.084857142857,688.078,688.28,0.765941832488804,2.70928949122413,2.76167029548992,"Kikuletwa","United Republic of Tanzania","Africa","SWBD",2,4500,110.07,90.11,2.42,1135,1135,2,10.3,73.228,179.4,684,1.34,13266.9,37.470367,-3.825186,1605,1020000010
"000567",166505,329.143914327917,329.090871491876,328.88,0.896896627653808,329.366176470588,329.289705882353,329.04,1.03745906003455,0.222262142670957,0.198834390477032,NA,"Kazakhstan","Asia","SWBD",1,0,8.89,12.28,1.16,18.24,0,3,2.1,55.572,3.8,325,0.53,53200.9,70.423615,50.640648,166505,3020000010
"000583",110,397.831960556845,397.843584686775,397.75,1.60791017463202,400.349411764706,400.372647058824,400.22,0.51295898103166,2.51745120786137,2.5290623720486,"Bratsk Reservoir","Russia","Europe","SWBD",2,5055,4810.66,5081.56,20.67,169000,169000,2,35.1,2967.669,659.1,391,-1,734125.3,101.785413,56.284112,110,3020003790
"000587",1204,70.6529495472186,70.6660802069858,70.73,0.434879941493507,70.6271428571429,70.6237142857143,70.68,0.165539606573586,-0.0258066900757683,-0.0423659212714824,"Chukchagirskoye","Russia","Europe","SWBD",1,0,372.31,196.52,2.87,5790.86,0,3,15.6,7.905,8478.7,68,2.1,1099.3,136.682995,52.112598,1204,4020000010
"000590",13862,72.6866292134831,72.6888764044944,72.75,0.520430858779278,70.8663888888889,70.8505555555556,70.87,0.22588432915705,-1.82024032459425,-1.83832084893882,"Krasno-Oskol","Ukraine","Europe","SWBD",2,4370,85.58,162.54,4.96,474,474,2,5.5,52.356,104.8,70,3.91,14661.6,37.473596,49.177786,13862,2020003440
"000592",128,34.0716487455197,34.0756152927121,34.15,1.09997744905722,34.6373529411765,34.6576470588235,34.685,0.751920002287193,0.565704195656757,0.582031766111463,"Tsimlyanskoye Reservoir","Russia","Europe","SWBD",2,4375,2253.94,792.54,4.71,24000,24000,2,10.6,668.805,415.3,30,-1,253930.8,42.110453,47.61046,128,2020003440
"000600",1289,30.6664157119476,30.6018003273322,30.45,1.39469231015842,30.3920588235294,30.2923529411765,30.455,1.32152524233626,-0.274356888418218,-0.309447386155771,"Tshchikskoye","Russia","Europe","SWBD",2,4379,269.16,139.66,2.4,3048,3048,2,11.3,434.204,81.2,24,1.28,44980.7,39.116201,44.985344,1289,2020003440
"000610",137,6.09477567298106,6.10061814556331,6.72,1.96723912247506,6.83514285714286,6.84571428571429,6.86,0.160740408707943,0.7403671841618,0.745096140150976,"Sarygamysh","Turkmenistan","Asia","SWBD",1,0,3772.03,496.85,2.28,46000,0,1,12.2,0,-1,2,-1,72245.2,57.452083,41.889583,137,2020065840
"000625",1398,445.32046728972,445.723971962617,447.07,16.3993046424343,450.95,451.45064516129,448.53,8.28099913456503,5.62953271028039,5.7266731986735,"Tarbela","Pakistan","Asia","GRanD",2,4702,208.47,243.11,4.75,13940,13940,2,66.9,1712.609,94.2,430,14.46,199689.7,72.691099,34.09134,1398,4020024190
"000669",715,738.069654576857,738.189343696028,739.73,8.69221386571895,741.598571428571,741.848571428571,739.36,5.17727849405863,3.52891685171471,3.65922773254374,"Lake Koocanusa","United States of America","North America","Other",2,297,163.81,339.84,7.49,7434.2,7434.2,2,45.4,318.897,269.8,721,13.72,23324,-115.313542,48.411432,715,7020014250
"000672",8978,1469.22004497751,1469.22179910045,1469.12,1.3012782458218,1469.25540540541,1469.25756756757,1469.03,1.13238341218523,0.0353604278941475,0.0357684671178049,"Lake Cascade","United States of America","North America","SWBD",2,370,94.78,110.18,3.19,805.5,805.5,2,8.5,24.798,376,1469,2.46,1584.7,-116.053057,44.523064,8978,7020014250
"000678",778,1804.26888268156,1804.30554934823,1804.54,1.33671373151348,1805.08416666667,1805.03291666667,1805.005,0.619957338410692,0.815283985102496,0.727367318435654,"Bear Lake","United States of America","North America","SWBD",1,0,281.36,78.03,1.31,10401.03,0,3,37,3.045,39534.4,1805,4.76,1022.2,-111.317708,42.121153,778,7020000010
"000682",721,680.482848101266,680.48970464135,681.13,2.53148689690955,679.297428571429,679.318,679.38,0.597899966338763,-1.1854195298373,-1.17170464135017,"Fort Peck","United States of America","North America","SWBD",2,307,814.09,1215.21,12.01,23560,23560,2,28.9,306.445,889.8,679,-1,147429.4,-106.414583,48.001098,721,7020046750
"000684",62,559.993119533528,560.003236151603,560.29,2.21304326059888,559.679428571429,559.677714285714,559.62,0.817017325963393,-0.313690962099031,-0.325521865889186,"Fort Berthold Reservoir","United States of America","North America","SWBD",2,753,1126.82,1199.84,10.08,30220,30220,2,26.8,803.718,435.2,557,-1,462779.4,-101.432292,47.50613,62,7020046750
"000706",855,84.331734006734,84.3305050505051,83.84,3.72761082808019,79.2167647058824,79.2273529411765,78.435,1.63425216070752,-5.11496930085166,-5.10315210932858,"Falcon Reservoir","United States of America","North America","SWBD",2,1320,120.78,247.31,6.35,3920,3920,2,32.5,216.536,209.5,80,1.22,430278.8,-99.167708,26.561383,855,7020047840
"000728",9965,81.3985387323944,81.4065845070423,82.03,3.68724693022085,80.8805714285714,80.8874285714286,81.54,3.30588596548742,-0.517967303822942,-0.519155935613682,NA,"Ecuador","South America","SWBD",2,1984,82.8,525.63,16.29,6000,6000,2,72.5,180.216,385.3,79,2.28,4189.5,-79.748958,-0.922437,9965,6020029280
"000744",991,188.857421758569,188.819865871833,188.79,0.646913498153364,188.742727272727,188.758484848485,188.77,0.459240355963469,-0.114694485842023,-0.0613810233482468,"Todos los Santos","Chile","South America","SWBD",1,0,173.59,137.4,2.94,24923,0,3,143.6,141.807,2034.2,190,17.36,2192.5,-72.408823,-41.142967,991,6020021870
"000753",90,178.839682539683,178.837777777778,178.69,0.858521755103137,178.841944444444,178.833611111111,178.47,0.97241619380194,0.00226190476189458,-0.00416666666666288,"Argentino","Argentina","South America","SWBD",1,0,1319.94,687.14,5.34,219900,0,1,166.6,210.172,12109.8,179,-1,9811.2,-71.977997,-50.230352,90,6020017370
"000757",16471,116.455731559855,116.45823458283,117.93,4.16931112356033,118.886470588235,118.880294117647,118.88,0.249834883084218,2.4307390283804,2.42205953481755,"Narran","Australia","Oceania","SWBD",1,0,67.09,49.19,1.69,120.91,0,3,1.8,3.722,376,118,0.54,5471,147.282485,-29.852083,16471,5020049720
