"lon","mean_anomaly","sum_anomaly","longitude"
"-166",0.685777558220757,0.685777558220757,-166
"-165",0.199794266663688,5.3512038993523,-165
"-164",0.427268450315537,13.4479178532416,-164
"-163",0.2360078761713,11.3027340338301,-163
"-162",1.0614622101124,9.55315989101156,-162
"-161",1.37159498406011,5.61466271768244,-161
"-160",-0.0336269509302425,-0.0672539018604851,-160
"-159",0.474042102151335,-0.0916157493326912,-159
"-158",-3.45377456278041,-3.45377456278041,-158
"-157",0.100735060625666,2.09822404061744,-157
"-156",0.229757319214524,0.229757319214524,-156
"-155",-0.0715963252399303,0.263214173453052,-155
"-154",0.276013997201331,1.5574814753763,-154
"-153",-0.12384040338017,-0.163703593047334,-153
"-152",0.385619273604821,1.29968030598542,-152
"-151",-0.326118347529752,-1.99053135432895,-151
"-150",0.227993060143507,1.34681987789726,-150
"-149",0.144483700606376,3.97849421745641,-149
"-148",-1.93702142339899,-3.87404284679797,-148
"-147",-0.167070065625012,-0.167070065625012,-147
"-146",0.288897758218097,1.15559103287239,-146
"-145",-0.621221329974591,-4.05130470563375,-145
"-143",0.364486623378027,0.364486623378027,-143
"-141",0.428233020722259,0.856466041444518,-141
"-140",-0.438534925319119,-7.13623867392306,-140
"-139",-0.316492520135448,-1.94852267392875,-139
"-137",-1.86952295910553,-1.86952295910553,-137
"-136",-0.0509369655521462,0.668242222369845,-136
"-135",-0.197715640424872,-7.92114896363893,-135
"-134",-0.472103948049003,-6.83761714689167,-134
"-133",-0.40169840299371,-8.34066176180976,-133
"-132",-0.660292046780272,-3.67706136999013,-132
"-131",-1.1993615041266,-8.39553052888622,-131
"-130",-0.734189518717788,-11.0072221078696,-130
"-129",0.625183745647137,-1.86696046021489,-129
"-128",-0.564764604580048,-2.94340005846857,-128
"-127",-0.037986058393334,1.19124145150097,-127
"-126",0.446783704532642,15.1221386895647,-126
"-125",-0.368314280157283,5.96707749008392,-125
"-124",0.590952743811398,25.3498273063852,-124
"-123",0.149642877518135,5.12960351578413,-123
"-122",-0.276165667763845,12.5596271125568,-122
"-121",-0.172696490145291,4.81583496142017,-121
"-120",-0.248464946585388,-2.2722728165852,-120
"-119",-0.135729636738213,-0.551098410463657,-119
"-118",0.0800758402543355,21.291634953372,-118
"-117",-0.0522289929035492,17.4047777221812,-117
"-116",-0.126019994445622,19.8486186448077,-116
"-115",0.500753845561897,22.0213550187286,-115
"-114",0.186465557826349,16.1204942888209,-114
"-113",-0.0405525335777221,6.595008013303,-113
"-112",-0.0719013726165053,8.12345905221081,-112
"-111",-0.172063555601161,10.6820846599419,-111
"-110",0.0621796705709392,7.97924538582747,-110
"-109",0.102216229148981,0.904810919268648,-109
"-108",-0.440911512386832,-2.88147599100575,-108
"-107",-0.109366884354003,9.14191537907431,-107
"-106",-0.476028065341994,5.28920002011872,-106
"-105",-0.168198809544067,2.74193946258558,-105
"-104",0.245007030607977,32.3387311334746,-104
"-103",-0.204175667152173,10.2033404422715,-103
"-102",-0.395545334022876,26.3264288372009,-102
"-101",-0.253727365816712,-0.24377482925498,-101
"-100",0.103388807336384,8.55479405386216,-100
"-99",0.0522258807571072,-0.85587675884284,-99
"-98",-0.430907406175033,7.72279821075738,-98
"-97",0.0219966051135934,23.0512284236244,-97
"-96",0.263585694133857,27.5357615940131,-96
"-95",0.369796564846849,56.2804120348145,-95
"-94",-0.115648632589056,24.1417572869508,-94
"-93",0.616971002236183,22.7428989930015,-93
"-92",0.647435052462901,28.1739078316667,-92
"-91",-0.209206009348618,13.0953078774197,-91
"-90",-0.449554954980825,13.7112963598074,-90
"-89",-0.838240225431513,-6.30845570692305,-89
"-88",0.871325805715842,5.22795483429505,-88
"-87",-1.91059337300026,-0.563202493861078,-87
"-86",-0.822936909937767,7.83389399480007,-86
"-84",0.688225026727161,9.35901109098015,-84
"-83",-0.0297417146660609,5.07440598319932,-83
"-82",0.133121671479725,1.43554537846881,-82
"-81",-0.810099720612988,0.68112517873128,-81
"-80",0.369239869582796,0.738479739165592,-80
"-79",0.111431810127073,-1.38766043899038,-79
"-78",0.553333276476568,12.0360670157469,-78
"-77",-0.383792066581554,-5.37308893214176,-77
"-76",-1.05874288051835,5.81826500641239,-76
"-75",-0.882051046630288,-4.39621558730009,-75
"-74",-0.680513973671168,-7.65727854205442,-74
"-73",-0.15805243811027,-7.06756381393054,-73
"-72",-0.0102023134759821,-4.34563107465124,-72
"-71",-0.290902107787925,1.50181820879699,-71
"-70",0.212500174457922,1.27500104674753,-70
"-69",-0.218348736526788,2.39700096881024,-69
"-68",-3.30136825586034,-13.2054730234414,-68
"-67",-0.146117473380771,0.272724312102135,-67
"-66",0.244132900347943,11.9480596069283,-66
"-65",-0.449555636486908,-5.25630204574125,-65
"-64",-0.129614641601688,-1.81460498242363,-64
"-63",-0.0463531928460976,-28.7385813481154,-63
"-62",-0.296647285805634,-12.5642631602324,-62
"-61",-0.174076782708038,2.15230722694935,-61
"-60",-0.409287150295644,-27.0346835837445,-60
"-59",-0.79527222286401,-18.0360050667634,-59
"-58",-0.380273336549322,-21.1198459382565,-58
"-57",-0.13949416377489,-24.8247713982583,-57
"-56",-0.785128605403009,-5.6375506743073,-56
"-55",-1.05266443854178,-7.98367015353928,-55
"-54",0.231297922525631,0.925191690102523,-54
"-53",0.0904674460922479,0.0904674460922479,-53
"-51",-0.502442965886718,-1.00488593177344,-51
"-49",-0.220824316830944,-0.220824316830944,-49
"-48",2.87009806611222,2.87009806611222,-48
"-47",0.0980102253325577,-2.58280329679162,-47
