"lon","sign","mean_anomaly","sd_anomaly","sum_anomaly","longitude"
"59","Negative",-0.306937920836567,0.293298762526664,-0.613875841673134,59
"59","Positive",0.637885230748588,0.879324655938006,1.27577046149718,59
"61","Positive",1.14556831298205,0.622355119161719,4.5822732519282,61
"62","Negative",-1.35576741849813,1.60746467419611,-14.9134416034794,62
"62","Positive",1.63143300131398,1.56469039029717,14.6828970118258,62
"63","Negative",-1.529245678366,1.63053087117738,-12.233965426928,63
"63","Positive",1.06311034655908,0.839481404795642,3.18933103967724,63
"64","Positive",1.16878984435777,1.03715572461375,4.6751593774311,64
"65","Negative",-3.01201643652313,0.496864907877988,-6.02403287304625,65
"65","Positive",2.92712809023576,0.949187029285116,5.85425618047152,65
"66","Negative",-4.78025903296176,NA,-4.78025903296176,66
"66","Positive",1.19864666336339,NA,1.19864666336339,66
"67","Negative",-0.462963202202825,0.56785132912108,-1.38888960660848,67
"67","Positive",1.63054386286162,1.16753990286531,6.52217545144648,67
"68","Negative",-0.677215359498383,0.602229067990938,-2.03164607849515,68
"68","Positive",2.17286054398626,1.63532260435169,10.8643027199313,68
"69","Negative",-1.7561090577084,0.112457280231946,-3.51221811541679,69
"69","Positive",0.986297595097605,0.958611538372885,6.90408316568324,69
"70","Negative",-2.38350472998611,1.7036534013573,-11.9175236499305,70
"70","Positive",2.30050045800204,1.48131991722445,9.20200183200815,70
"71","Negative",-2.69258572994134,1.95628418504668,-5.38517145988269,71
"71","Positive",2.11671471146188,1.66225719422667,10.5835735573094,71
"72","Negative",-1.66478285289414,1.67927480256874,-3.32956570578827,72
"72","Positive",2.83569194979175,1.07536491377818,8.50707584937526,72
"73","Negative",-1.07210936272274,0.166300664120726,-3.21632808816822,73
"73","Positive",2.02106818410807,1.69151444175844,20.2106818410807,73
"74","Negative",-2.9056848165034,0.972911718930554,-5.81136963300679,74
"74","Positive",2.61005469302734,1.2811258357271,31.3206563163281,74
"75","Negative",-2.33039790544518,1.62057823392583,-32.6255706762325,75
"75","Positive",1.45047663034813,0.995921509140533,17.4057195641776,75
"76","Negative",-2.14342187260746,1.63595883855728,-30.0079062165044,76
"76","Positive",1.97097524473095,1.49085681933121,43.361455384081,76
"77","Negative",-1.14258158575233,1.12220896304957,-19.4238869577897,77
"77","Positive",1.60513940223607,1.29017998974029,27.2873698380132,77
"78","Negative",-1.68062458320215,1.33308500052748,-11.7643720824151,78
"78","Positive",1.52641112385037,1.21437143779288,29.0018113531571,78
"79","Positive",1.34498151224938,0.974577280375014,10.759852097995,79
"80","Negative",-3.13273390173254,1.31512028815672,-9.39820170519762,80
"80","Positive",1.95610682501122,1.39624781342947,21.5171750751235,80
"81","Negative",-0.652153074279494,0.755829040305636,-2.60861229711798,81
"81","Positive",2.19890875198606,1.47264245109799,17.5912700158884,81
"82","Negative",-2.08959320093633,1.93684241075029,-4.17918640187267,82
"82","Positive",2.58225207992531,1.34929868738381,10.3290083197012,82
"83","Negative",-0.532121196263615,0.128492389724475,-1.06424239252723,83
"83","Positive",3.13163779834541,1.09672895047274,9.39491339503622,83
"84","Negative",-4.79743581239869,NA,-4.79743581239869,84
"84","Positive",3.04421203076453,2.66283041432066,6.08842406152905,84
"85","Positive",0.806643395141603,1.06765137057683,2.41993018542481,85
"86","Negative",-0.388221101818928,NA,-0.388221101818928,86
"86","Positive",0.354273727646311,0.257890809604369,0.708547455292622,86
"87","Positive",0.000231371259136637,NA,0.000231371259136637,87
"88","Positive",0.94273536975648,0.463230371623909,1.88547073951296,88
"89","Positive",2.62626419867669,NA,2.62626419867669,89
"90","Negative",-2.88435558559719,2.64619005118873,-5.76871117119437,90
"90","Positive",1.00190057875707,0.652469844721123,2.00380115751414,90
"92","Positive",1.29683019128131,1.29489303778895,2.59366038256261,92
"93","Negative",-0.128781718210805,NA,-0.128781718210805,93
"93","Positive",1.34769676453576,0.631322771481408,2.69539352907152,93
"94","Positive",4.4408894409368,NA,4.4408894409368,94
"96","Positive",1.40004144336773,NA,1.40004144336773,96
"97","Negative",-4.98779481685966,NA,-4.98779481685966,97
"98","Negative",-2.68157623782269,NA,-2.68157623782269,98
"100","Positive",0.379628486868714,NA,0.379628486868714,100
"103","Positive",3.22079407123965,NA,3.22079407123965,103
"105","Positive",4.15034357163307,NA,4.15034357163307,105
"108","Positive",2.75946353937124,NA,2.75946353937124,108
"110","Negative",-2.07666133430288,NA,-2.07666133430288,110
"112","Negative",-1.31066318721423,NA,-1.31066318721423,112
"112","Positive",0.738262260953583,NA,0.738262260953583,112
"113","Positive",1.6274156886628,NA,1.6274156886628,113
"114","Negative",-2.38628246166087,NA,-2.38628246166087,114
"115","Negative",-0.643797542903521,NA,-0.643797542903521,115
"116","Negative",-2.4459233845874,1.01070054284071,-7.33777015376219,116
"116","Positive",3.13750193024773,1.08243162188193,15.6875096512386,116
"117","Negative",-0.444807040396005,NA,-0.444807040396005,117
"117","Positive",1.23378220838204,1.44485687649034,2.46756441676409,117
"118","Negative",-1.30937387444407,1.63256442826575,-3.92812162333221,118
"118","Positive",1.22996924019882,1.14957258716767,4.91987696079526,118
"119","Negative",-1.77199877131016,1.76621149976529,-7.08799508524062,119
