"year","ID","obs_count","mean_annual_storage","sd_annual_storage"
"1985",10110,6,270.407046000163,10.4173263125121
"1985",10243,4,1.92637819051743,0.441251583311264
"1985",10255,3,738.205627441406,2.5824225269202
"1985",10375,4,330.950271606445,89.553731729748
"1985",13862,2,1684.85778808594,81.4315632078264
"1985",14203,5,371.913409423828,15.6748778994583
"1985",14209,4,301.785766601562,28.9665272936712
"1985",14705,1,0.70591801404953,NA
"1985",14747,1,33.2436294555664,NA
"1985",14834,1,0.916219055652618,NA
"1985",15118,2,942.930328369141,103.219161428018
"1985",15883,2,0.385986462235451,0.00770699379212634
"1985",15943,2,665.028411865234,63.2122992569524
"1985",15950,1,252.106567382812,NA
"1985",60026,1,150.821029663086,NA
"1985",117481,3,8.36237621307373,0.326697849261863
"1985",120872,5,96.5365417480469,15.0214629376848
"1985",166505,2,22.5202236175537,9.00032260653746
"1985",171421,1,29.6159248352051,NA
"1985",180536,1,19.0764999389648,NA
"1985",180837,2,16.0653462409973,2.62256640657873
"1986",270,2,10208.607421875,73.1579304941676
"1986",273,3,9213.50390625,282.650091794369
"1986",628,4,83527.080078125,4792.68345197472
"1986",629,6,484.008356730143,7.7313367946694
"1986",717,3,2610.87825520833,217.665903968936
"1986",723,5,1490.36369628906,129.029264128254
"1986",724,8,27531.6118164062,2721.76663539634
"1986",776,7,5154.86404854911,51.7269796770193
"1986",778,7,10518.8596540179,13.7417191014307
"1986",823,8,3401.79821777344,283.381072075292
"1986",839,9,9407.42447916667,322.782031393384
"1986",855,6,1075.09044392904,41.4825807447118
"1986",857,9,237.809349907769,27.8007722243557
"1986",860,8,2153.24725341797,9.53710058761017
"1986",870,8,8894.77587890625,23.2297057371701
"1986",875,7,3870.07376534598,250.634763977635
"1986",879,4,724.469146728516,89.8512777761264
"1986",884,5,1413.38293457031,82.2707488548727
"1986",891,5,3680.03032226562,210.820876678226
"1986",902,5,4904.25185546875,180.089843504882
"1986",903,5,15001.758203125,2073.71763342887
"1986",904,6,3120.52331542969,269.656812971752
"1986",914,7,7476.29024832589,431.873722608903
"1986",916,7,217.053994315011,40.8523071601453
"1986",929,9,10822.6065538194,553.597682589301
"1986",930,11,8860.65975674716,1178.89590509176
"1986",932,7,198.321127755301,38.4230795602209
"1986",939,9,6939.11170789931,625.166477376889
"1986",954,8,6546.77941894531,615.217919257022
"1986",957,8,1385.58305358887,59.0500399973483
"1986",960,7,2392.6239188058,135.490710272948
"1986",977,3,33.6616242726644,11.7125204565651
"1986",994,8,11805.5079345703,119.312135577172
"1986",1082,3,3147.48103841146,20.4958464763468
"1986",1112,3,2304.32926432292,29.2794981998693
"1986",1186,5,1935.43410644531,52.5394172418523
"1986",1196,6,983.303202311198,159.300515843812
"1986",1227,8,1407.95475769043,284.727513166203
"1986",1234,6,427.339593013128,594.551934189042
"1986",1253,8,3577.22692871094,139.798184812493
"1986",1259,6,1416.08030192057,43.1642903605124
"1986",1289,4,2009.38403320312,421.349969901729
"1986",1333,4,2085.07275390625,34.0718696195842
"1986",1355,4,6196.57263183594,350.335451606976
"1986",1360,1,283.603332519531,NA
"1986",1392,4,1524.05191040039,143.070270606175
"1986",1407,4,608.578659057617,13.0647359091505
"1986",1414,5,3862.26909179687,30.8981600204721
"1986",1427,1,1536.13598632812,NA
"1986",1543,6,1038.54750569661,121.544892064126
"1986",1545,4,0.0524630339350551,0.0631980284379654
"1986",1546,6,771.232381184896,93.6870943386467
"1986",1562,3,3594.4306640625,1750.9735887846
"1986",1591,7,1807.02866908482,29.1729639496122
"1986",1605,1,412.820892333984,NA
"1986",1612,3,4814.84065755208,8.05973362346027
"1986",1626,3,637.312805175781,1.24511845756915
"1986",1690,1,941.672180175781,NA
"1986",1697,1,1200.79296875,NA
"1986",4616,2,1096.24536132812,22.6854218511137
"1986",8866,4,13.6693539619446,0.579734658882578
"1986",8978,7,1004.65588378906,112.407467060465
"1986",9360,9,1631.69622124566,38.5671680839962
"1986",9739,1,985.923950195312,NA
"1986",9816,7,1117.55151367188,190.694220672515
"1986",9819,6,293.21272277832,54.5229187083435
"1986",9864,7,1037.66670445033,186.541313979587
"1986",9888,5,597.710412597656,112.487103126498
"1986",10085,5,608.163146972656,45.6929904157096
"1986",10110,5,265.873583984375,4.2192725800885
"1986",10243,6,1.53760756055514,0.470600906904517
"1986",10255,4,739.245361328125,5.47517062138887
"1986",10375,5,409.943225097656,21.7080635218871
"1986",13862,7,1626.26686314174,89.107022858245
"1986",13878,4,8.1535456776619,5.19508375834608
"1986",14203,8,386.286560058594,14.7540187686128
"1986",14209,7,308.499764578683,17.2659485626857
"1986",14705,2,67.7607898712158,11.2253066643449
"1986",14747,4,33.8489952087402,8.69119297229462
"1986",14834,2,1.04973465204239,0.0013378252654328
"1986",15101,6,28.9512278238932,22.9656805154989
"1986",15118,3,1274.72151692708,34.2930036637248
"1986",15883,5,0.2950409646146,0.189618649480519
"1986",15943,6,701.118581136068,7.96868923429776
"1986",15950,6,273.285842895508,5.65052992792915
"1986",16140,3,1418.38505045573,86.5322130456641
"1986",16412,5,1195.90792236328,187.289208626214
"1986",16471,1,0,NA
"1986",41311,4,58.1153001785278,8.13715754605336
"1986",60026,3,152.609512329102,1.02808134256139
"1986",116011,3,0.0635632934669654,0.0455374721874215
"1986",117481,4,9.5954452753067,1.3107694537389
"1986",120872,5,102.797369384766,11.7573165126328
"1986",166505,5,23.0796863555908,5.67049917863295
"1986",171421,7,41.5065356663295,4.22379036654063
"1986",180536,8,19.8697954416275,3.69260768885155
"1986",180837,3,21.6036017735799,6.24762683993782
"1987",270,4,9971.5791015625,270.34526740009
"1987",273,2,9243.79833984375,159.377310955272
"1987",628,6,79150.3645833333,6829.01728229877
"1987",629,5,473.9640625,4.65660652966438
"1987",717,5,2482.02993164062,157.642985900841
"1987",723,7,1587.98517717634,83.5541426684964
"1987",724,7,28457.9026227679,1190.1166117229
"1987",776,7,4934.62527901786,128.531195691751
"1987",778,7,10322.4916294643,211.823783453049
"1987",823,7,3654.365234375,241.290015537537
"1987",839,11,9202.23810369318,540.92485083832
"1987",855,5,1441.25334472656,54.4778074512194
"1987",857,8,229.247987747192,29.463290598023
"1987",860,3,2162.59216308594,132.00354169745
"1987",870,5,8106.89716796875,570.218230591487
"1987",875,1,3531.63256835938,NA
"1987",879,2,780.712829589844,13.4457321190174
"1987",884,8,1299.64131164551,100.274872243231
"1987",891,8,3334.48233032227,397.281298996186
"1987",902,8,4742.16040039062,405.574869610001
"1987",903,8,14007.5054931641,2245.2805963595
"1987",904,5,3246.10395507813,250.942187340035
"1987",914,9,7278.29725477431,507.417816951038
"1987",916,7,232.546301705497,30.9288241301585
"1987",929,9,11871.1539713542,1837.22949504473
"1987",930,12,8759.81319173177,1048.43578532587
"1987",932,9,185.021280924479,45.3718269791989
"1987",939,11,7162.64777166193,309.187588862791
"1987",954,6,7353.92439778646,241.664667093067
"1987",957,5,1417.26228027344,42.3000294561578
"1987",960,9,2829.58447265625,451.138377729909
"1987",977,1,53.4061584472656,NA
"1987",994,3,11721.5944010417,67.3032356789005
"1987",1082,4,3112.64318847656,33.1138630585976
"1987",1112,4,2279.2314453125,107.890141891956
"1987",1186,6,1890.99904378255,73.9330494459577
"1987",1196,5,1325.25786132813,69.1799589830604
"1987",1227,7,1244.86417933873,284.101668489192
"1987",1234,5,270.057220840454,263.788493392682
"1987",1253,6,3580.93221028646,190.074313421242
"1987",1259,7,1447.12234933036,46.1100100043901
"1987",1289,5,2236.48681640625,128.764736222578
"1987",1333,6,2066.65159098307,38.943800640197
"1987",1337,7,15877.7170758929,1205.82562780048
"1987",1355,7,6725.56675502232,534.370654574397
"1987",1360,5,218.810389995575,271.354630083219
"1987",1392,7,2371.85135323661,98.9655245904322
"1987",1407,7,626.010620117188,2.46164784346994
"1987",1408,1,7052.9072265625,NA
"1987",1414,7,3929.291015625,4.75727249446798
"1987",1427,1,1556.78698730469,NA
"1987",1488,1,91.7870025634766,NA
"1987",1514,1,8837.94921875,NA
"1987",1518,1,1456.31018066406,NA
"1987",1528,1,2585.72387695312,NA
"1987",1530,1,3.28838801383972,NA
"1987",1540,2,6384.06396484375,412.873020408751
"1987",1543,4,952.753540039062,219.414667984209
"1987",1545,4,0.0678566721617244,0.133905983507846
"1987",1546,3,826.263529459635,41.1433046412313
"1987",1562,4,5680.3662109375,57.1598040736026
"1987",1574,1,0.358437329530716,NA
"1987",1591,3,1695.80558268229,171.133659678965
"1987",1605,2,512.039413452148,0.826159152762664
"1987",1612,2,4870.318359375,26.4426171601333
"1987",1619,2,973.519470214844,224.85917956661
"1987",1626,1,621.549926757812,NA
"1987",1690,5,1093.32717285156,39.611560010591
"1987",1697,4,1118.73570251465,157.541779676116
"1987",8866,4,12.721474647522,1.30275626733971
"1987",8978,6,975.088236490885,113.632956890545
"1987",9360,8,1631.95181274414,66.3452690083822
"1987",9816,9,1107.86333550347,341.115500754169
"1987",9819,5,333.69931640625,20.7671361920929
"1987",9864,2,1187.99688720703,16.434794707605
"1987",9888,5,566.503411865234,102.073963464947
"1987",10085,7,546.050894601004,129.709248358765
"1987",10110,9,256.538233439128,14.3258722780062
"1987",10243,4,1.48086242750287,1.04803421015909
"1987",10255,8,719.419960021973,14.3064908631422
"1987",10375,4,522.441345214844,121.958232428822
"1987",13862,6,1632.41599527995,72.9715636136654
"1987",13878,6,50.5000785191854,25.3217198422923
"1987",14203,6,369.375162760417,32.4644558630344
"1987",14209,7,302.965890066964,23.1090947081883
"1987",14705,6,28.2233297030131,30.7578947275951
"1987",14747,5,33.8008613586426,6.3695073094895
"1987",14834,5,0.736537802219391,0.32862615869409
"1987",14927,2,263.632949829102,4.8527921836418
"1987",15101,5,21.4681401848793,20.176232907006
"1987",15118,8,1102.85778045654,166.502582568585
"1987",15420,4,3633.57446289062,754.327199677922
"1987",15458,1,51.1125679016113,NA
"1987",15609,1,884.211791992188,NA
"1987",15657,1,0.000514202343765646,NA
"1987",15883,5,42.0134432256222,56.941870558959
"1987",15943,4,694.999938964844,9.25558415178323
"1987",15950,3,191.830800374349,41.1523058306626
"1987",16412,1,1026.44885253906,NA
"1987",16471,6,0.000652721765315315,0.00152844847207928
"1987",16636,4,2850.82019042969,17.9171139341535
"1987",116011,1,0.0840789154171944,NA
"1987",117481,10,8.71446533203125,1.77408676505382
"1987",120872,8,107.485829353333,12.0138692491832
"1987",166505,5,16.6228624343872,6.10149238723157
"1987",171421,7,49.5235764639718,1.52386379966846
"1987",180536,4,23.6310157775879,0.324533951560348
"1987",180837,3,19.6446860631307,4.53034364694835
"1988",270,3,9737.06380208333,333.660887679747
"1988",273,2,8294.4013671875,1279.72654822238
"1988",628,6,70279.6822916667,8003.28236230908
"1988",629,6,463.242584228516,12.650701376585
"1988",717,5,2888.94458007812,39.1234449162863
"1988",723,7,1538.22968401228,43.9984968114387
"1988",724,8,27706.3308105469,1308.48041532342
"1988",776,7,4759.82903180804,231.498989480203
"1988",778,7,10335.9564732143,144.936605139398
"1988",823,7,3417.5829031808,177.583561901896
"1988",839,7,8298.32889229911,1122.58008011458
"1988",855,1,1218.17309570312,NA
"1988",884,5,1330.32592773438,137.152092606289
"1988",891,6,3279.42106119792,499.764956080446
"1988",902,5,4013.02211914062,599.693993167716
"1988",903,3,16383.681640625,488.56884294589
"1988",904,6,3276.54610188802,147.187275014929
"1988",914,10,7460.74116210938,361.713594163618
"1988",916,10,246.587022399902,32.3848164641345
"1988",929,9,13161.3834635417,1108.81458668356
"1988",930,11,10156.0955255682,795.339088440348
"1988",932,7,197.754176548549,32.4553291452833
"1988",939,10,7038.19272460937,234.600972686523
"1988",954,7,7309.7158203125,217.68752612916
"1988",957,3,1399.46533203125,38.4175549749095
"1988",960,7,2905.10065569196,77.8211211579675
"1988",1082,4,3141.41119384766,32.4433552023564
"1988",1112,3,2360.95825195312,22.5990635333954
"1988",1186,6,1905.61073811849,57.530387102191
"1988",1204,2,5762.55346679688,24.9424321189929
"1988",1227,7,1491.56672014509,240.333167468653
"1988",1234,2,248.83988571167,315.759155698382
"1988",1239,1,2468.62182617188,NA
"1988",1253,1,3687.6083984375,NA
"1988",1398,2,25366.9931640625,3116.1325774094
"1988",1408,2,7238.84790039062,150.899970721643
"1988",1427,3,1710.4521484375,36.7971844060812
"1988",1447,3,3508.53344726562,140.088320218874
"1988",1488,1,11.3763227462769,NA
"1988",1508,3,2.52997787793477,0.70804719473073
"1988",1514,5,8773.17919921875,1437.4766563629
"1988",1518,3,1076.59452311198,159.725486568969
"1988",1528,6,2400.62805175781,273.804099641785
"1988",1530,4,3.13778644800186,0.621323464442881
"1988",1540,3,13408.9560546875,972.237430111157
"1988",1545,3,0.826515804665784,0.873832384383467
"1988",1690,12,1091.26202392578,38.8512386187148
"1988",1697,11,1188.43645685369,13.5838005739485
"1988",8866,5,13.3649181365967,1.9028435263896
"1988",8978,6,929.195973714193,70.8357811068048
"1988",9360,8,1648.21151733398,44.4345625380058
"1988",10085,3,635.107076009115,12.8468836589953
"1988",10110,7,229.007435389927,35.6221920513311
"1988",10243,4,1.35492863506079,0.91309159880194
"1988",10255,4,737.670852661133,11.8697262415313
"1988",10375,3,444.689432779948,79.226072952576
"1988",13862,3,1579.80102539062,54.1455855653934
"1988",15458,3,159.059209187826,3.70653559250756
"1988",15609,6,775.775848388672,122.290840856206
"1988",15657,5,0.00024908518535085,0.000257725227294351
"1988",16471,12,109.2347489596,66.7464394249834
"1988",16636,8,2575.57070922852,261.72154102049
"1988",117481,6,9.83246143658956,2.4524891923239
"1988",120872,4,112.783905029297,9.59877420340902
"1989",270,3,10012.5638020833,357.315843670712
"1989",273,2,9306.755859375,269.968397212469
"1989",628,5,71968.42890625,11232.4157243046
"1989",629,4,434.636741638184,5.18139160076304
"1989",717,5,2553.17026367188,234.047940365089
"1989",723,6,1422.00801595052,160.984710025849
"1989",724,6,26944.2083333333,2892.50086749953
"1989",776,6,4702.61751302083,218.424684202756
"1989",778,6,10124.0587565104,138.383557837994
"1989",823,8,3646.62686157227,203.237432034603
"1989",839,7,9171.70842633929,400.947809161593
"1989",857,3,234.205891927083,12.9226237838387
"1989",860,2,2038.40325927734,50.3800634083553
"1989",870,1,8898.5341796875,NA
"1989",875,1,5333.9443359375,NA
"1989",884,4,1471.45742797852,47.6734892961799
"1989",891,4,3701.18365478516,204.136036968816
"1989",902,4,4867.9208984375,146.527023416097
"1989",903,4,16754.7084960938,827.529978772276
"1989",904,4,3044.44067382812,520.19861212275
"1989",914,6,7745.56388346354,145.687527792601
"1989",916,8,233.007566452026,45.9323154685401
"1989",929,7,13501.248046875,639.165246620076
"1989",930,9,10097.9631076389,635.70676756401
"1989",932,6,184.466803232829,43.9789395945918
"1989",939,9,7098.82524956597,193.979514114409
"1989",954,8,7314.38208007812,232.828833980304
"1989",957,4,1428.70944213867,17.5061613698649
"1989",960,6,2969.55078125,181.973997312957
"1989",977,1,561.812133789062,NA
"1989",1082,4,3082.76525878906,70.4817991605615
"1989",1112,2,2381.42236328125,0.922898645562325
"1989",1186,3,1948.3993733724,59.7690051505876
"1989",1197,2,439.943008422852,13.1462345904503
"1989",1200,1,986.183227539062,NA
"1989",1227,7,1642.36643763951,52.0961158776911
"1989",1234,1,47.9478149414062,NA
"1989",1239,4,2524.95855712891,29.4640254412322
"1989",1389,2,6225.5595703125,69.2695337316076
"1989",1408,1,4920.29150390625,NA
"1989",1427,2,1642.25646972656,93.2868229696486
"1989",1447,6,3597.24967447917,97.0916807612479
"1989",1488,5,46.3483200073242,10.9379582240832
"1989",1504,3,4085.70922851562,1922.23351793447
"1989",1508,2,47.6409492492676,16.5224115993381
"1989",1514,6,10452.4698893229,997.915572962635
"1989",1518,9,960.015686035156,300.661434379458
"1989",1528,7,2368.40413992746,368.854804769623
"1989",1530,4,5.01389759778976,3.94280230250534
"1989",1540,1,12963.2578125,NA
"1989",1545,1,0.0179615374654531,NA
"1989",1612,2,4722.92993164062,103.836628268743
"1989",1626,2,657.794372558594,9.76518608022418
"1989",1631,4,977.688247680664,154.32862866693
"1989",1690,12,1108.91598510742,19.7016905136754
"1989",1697,10,1181.69262695312,25.4903864543693
"1989",8866,5,13.8385000228882,1.71236425523275
"1989",8978,6,1015.17474365234,100.561104290227
"1989",9360,8,1647.01443481445,43.060260096023
"1989",9816,2,1596.43292236328,9.67705668281311
"1989",10085,4,638.425231933594,20.9112930972236
"1989",10110,7,229.872990199498,41.0230566123234
"1989",10243,6,2.25446470578512,0.832595648914754
"1989",10255,3,701.54111735026,76.5344844090574
"1989",10375,3,526.581573486328,51.4082269125671
"1989",13862,4,1533.4494934082,37.7461575236962
"1989",13878,1,0.903617799282074,NA
"1989",15118,1,1215.04406738281,NA
"1989",15458,1,111.028709411621,NA
"1989",15609,6,736.564153035482,177.549986880815
"1989",15657,5,0.0022283727186732,0.00215934324711143
"1989",16140,4,1463.26583862305,31.3343698843498
"1989",16412,5,1870.78664550781,117.321424106344
"1989",16471,12,139.808462778727,14.2947405321606
"1989",16636,6,2492.34136962891,350.882697158272
"1989",117481,7,10.3083902767726,2.10314446612121
"1989",120872,4,108.062910079956,7.43944198546248
"1989",166505,1,12.3259716033936,NA
"1990",270,3,9932.02897135417,42.1419149938509
"1990",273,2,9166.4677734375,25.7513926601648
"1990",628,5,80585.79765625,10599.247687731
"1990",629,5,451.231854248047,18.3543682767867
"1990",717,4,2624.41333007812,86.7305148651642
"1990",723,6,1293.91632080078,130.734812458049
"1990",724,8,27804.6171875,1745.8757335835
"1990",776,8,4385.16912841797,367.054779642504
"1990",778,4,9810.4794921875,175.553209328097
"1990",823,8,3696.95294189453,169.474387151463
"1990",839,7,8988.1953125,335.404649143112
"1990",857,1,228.869201660156,NA
"1990",860,3,2064.35282389323,18.8937798589156
"1990",870,2,8902.28173828125,1.6386371013239
"1990",875,1,4744.15576171875,NA
"1990",879,2,642.954406738281,101.115147591982
"1990",884,9,1306.86579725477,189.782686814264
"1990",891,5,3659.42080078125,339.806872398727
"1990",902,7,4516.57502092634,778.069716800929
"1990",903,5,14856.5349609375,1627.79414571247
"1990",904,5,3185.89833984375,220.532601544708
"1990",914,6,7288.35530598958,288.335405766439
"1990",916,9,229.026099310981,15.2948072815188
"1990",929,7,13587.7896205357,670.947125472609
"1990",930,11,9801.95680930398,1629.47742684636
"1990",932,7,156.055751800537,54.7945565653685
"1990",939,11,6935.72434303977,229.896974529127
"1990",954,6,6704.99137369792,424.154322501819
"1990",957,7,1482.00472586496,63.9364581631383
"1990",960,8,3128.60971069336,140.843353400783
"1990",977,3,698.390787760417,151.720064211858
"1990",1082,4,3103.30133056641,50.4880503730242
"1990",1112,4,2325.43322753906,59.1398041831553
"1990",1186,7,1900.70401436942,83.2160265177538
"1990",1196,2,1344.75103759766,184.769194369387
"1990",1197,3,369.439880371094,21.3926211451111
"1990",1198,1,51838.45703125,NA
"1990",1200,2,994.978332519531,7.57179125396303
"1990",1227,7,1678.7055140904,19.5622064767061
"1990",1234,6,833.737480163574,557.52079847969
"1990",1239,4,2437.00799560547,97.0067745247268
"1990",1253,1,2288.68115234375,NA
"1990",1259,1,1434.89013671875,NA
"1990",1288,1,391.638793945312,NA
"1990",1333,3,2161.95263671875,7.60164997877731
"1990",1337,4,17968.8618164062,118.715160287821
"1990",1355,4,7791.09582519531,1352.16416448447
"1990",1360,4,62.7723215818405,70.7365679795824
"1990",1389,1,5891.63916015625,NA
"1990",1392,2,2224.85522460938,0.815865880831939
"1990",1398,3,16453.8606770833,358.268440833228
"1990",1400,2,24484.90234375,168.437807123191
"1990",1407,2,582.724182128906,21.1616723383835
"1990",1408,4,5371.1591796875,1895.09234761659
"1990",1414,1,3834.73950195312,NA
"1990",1427,4,1740.97729492188,17.9303639275326
"1990",1447,4,3468.47436523438,115.285127833068
"1990",1452,2,8091.89868164062,412.035747974973
"1990",1481,7,3239.85131835938,280.706129109443
"1990",1488,5,55.2244285583496,35.3889655852757
"1990",1504,7,4431.66231863839,1008.87058355902
"1990",1508,4,60.172966003418,4.18543808735299
"1990",1514,6,9062.24129231771,1675.30475295218
"1990",1518,6,1281.30010986328,414.301248959441
"1990",1528,6,2770.53930664062,249.338313718263
"1990",1530,5,2.22474583685398,2.31716771102852
"1990",1540,4,17466.9162597656,4609.63501089184
"1990",1545,2,0.494020462036133,0.170675433212503
"1990",1574,1,2237.84423828125,NA
"1990",1612,3,4756.91878255208,62.1330479840025
"1990",1626,5,679.805969238281,4.74068133267124
"1990",1631,3,889.987833658854,35.2711374087031
"1990",1690,11,1096.87376265092,37.4106017472883
"1990",1697,9,1184.38403320312,19.3762954230782
"1990",8866,2,14.6990656852722,2.06742699978137
"1990",8978,6,1043.44109090169,108.675422662507
"1990",9360,9,1644.4957546658,43.6970134439669
"1990",9739,4,977.168670654297,5.55695897940747
"1990",9816,3,1292.60614013672,287.16174303198
"1990",9819,3,482.927764892578,2.07560077274075
"1990",9864,1,1081.4609375,NA
"1990",9888,2,565.987670898438,0.209663375427505
"1990",10085,6,609.763615926107,98.2679902928047
"1990",10110,7,205.624352591378,30.9636733085354
"1990",10243,6,2.15850160519282,0.622757687390548
"1990",10255,7,748.712716238839,8.78374355467066
"1990",10375,2,487.534301757812,9.48146293694291
"1990",13862,6,1563.88879394531,99.2954075666296
"1990",13878,1,23.0743675231934,NA
"1990",14705,1,4.74772787094116,NA
"1990",14747,1,34.2694282531738,NA
