"level_anomaly_percent","ID","latitude","longitude"
0.132973537317916,31,59.66,-154.77
0.388478385325258,1227,49.12,-313.35
0.448039549786151,23,64.89,-71.16
0.00256892496686266,57,49.05,-95
0.419485903147813,104,58.67,-345.17
-13.9241200128757,144,33.89,-316.61
6.59822451321648,1,40.03,-309.13
-0.535773376193628,1631,-16.17,-314.24
8.21115084822136,14,41.41,-306.33
-20.2273431984199,13,45.58,-301.29
-0.115176140252809,12,46.56,-285.21
0.0200510065334252,NA,32.49,-292.04
0.0135407910752134,1377,34.92,-262.26
-0.403221462246799,10255,-15.5,-60.19
0.0413118182492698,54,50.53,-74.01
0.130138533669717,16,-0.69,-326.44
0.326715536252291,NA,-6.44,-330.05
0.035496329236432,11,51.9,-254.31
0.294051985553307,18,-10.87,-325.59
-7.85793995217431,1400176,12.53,-255.51
0.38339538208634,1286,45.26,-235.8
2.18061172947921,152,23.29,-327.15
0.0582339316334665,9,42.12,-81.47
-0.121482339196738,7,43.59,-77.45
0.0831426557144444,6,42.43,-86.89
0.0574724322400073,8,44.98,-81.9
0.01913807528951,5,46.81,-87.02
-0.032193822484499,136,42.44,-282.48
-31.3729753234047,117,52.76,-354.68
-1.09209186745235,866,16.12,-92.55
-0.436975457734172,1242,47.88,-343.21
3.27517064090793,145,33.3,-241.46
-1.70938962255753,85,-30.57,-62.8
0.354533016506876,77,-10.1,-42.41
0.00936678424352223,1304,41.93,-272.7
-0.134020760079692,33,59.13,-110.12
0.0487780449990527,1562,8.06,-321.09
0.674459274826908,72,11.78,-85.72
0.317234362768273,115,54.39,-232.33
0.128474938740011,1089,64.33,-332.69
-0.174241836766889,1112,62.88,-329.32
0.337791124985998,1234,48.49,-308.13
4.11402985662312,829,33.25,-115.72
2.05778011601091,860,18.52,-71.74
-0.0124718825007875,1239,47.68,-266.47
-0.0402255581071755,NA,55.77,-115.53
0.355036176081127,123,49.07,-242.43
6.67121984127299,156,6.63,-0.25
-1.08257123541067,172,-16.64,-331.44
0.0569668868730309,1251,46.85,-342.18
9.93214111569627,10,60.94,-328.39
0.12971416694253,99,61.19,-331.39
0.20610578147254,161,1.49,-327.22
-0.0345915161572057,1111,63.05,-330.47
0.0313189669258874,154,12.09,-322.59
-0.1881346404101,NA,11.25,-325.1
0.22082162421631,161,1.73,-327.31
-0.00103261798595659,1261,46.42,-353.1
73.7361252484126,25,64.17,-95.48
0.49284167221039,28,62.48,-97.44
0.0471710960640871,37,57.24,-98.39
-0.000865687037763633,1236,48.06,-266.86
-0.0672063727776214,27,63.13,-117.5
0.00996186739576638,119,51.32,-259.5
-1.54926288295715,171,-15.69,-328.23
-0.10345672475192,NA,-15.7,-332.24
0.0752269855345517,167,-9.02,-331.36
0.667047796018748,155,10.49,-355.5
-0.0290883544776582,NA,16.71,-4.06
-0.202707109327378,3,61.51,-114.91
-0.030830359758799,2,65.9,-120.2
-0.00537783112317569,914,-6.7,-43.66
-0.0241473014726291,32,58.27,-103.35
-0.642630486540843,138,40.55,-292.43
-0.189125927510471,112,55.12,-268.23
0.207606713591823,30,60.12,-102.01
-0.0719846214786993,1672,-29.47,-237.98
0.17129514797028,135,43.84,-282.75
-0.37751135612781,73,7.37,-62.88
-0.0476410222214989,108,57.49,-257.62
-0.00167890960342537,96,62.57,-248.73
0.094854180949026,95,63.22,-325.08
4.20925235658605,35,57.89,-156.4
0.0992921240630114,60,48.53,-74.59
-0.635815839975266,996,-45.51,-68.69
0.529340450030125,NA,64.49,-99.12
-0.0967822102734289,34,58.35,-112.02
0.125619269193458,29,60.21,-99.51
0.00802072660518596,21,66.14,-112.94
-22.4730833898705,NA,30.73,-312.7
-0.13480908486562,NA,-20,-49.86
1.45887419056515,1416,32.86,-240.67
-0.427574614649899,100590,49.74,-70.25
0.559983505176295,838,31.82,-93.84
-0.0159730676682414,42,55.42,-114.93
-0.462566081269746,1198,51.65,-267.58
0.126098681699598,1307,41.18,-291.98
-1.71821707845508,799,37.36,-110.72
-0.14079946704586,44,54.77,-94.02
0.180107197821542,265,64.82,-95.57
0.0849556959285276,1320,40.29,-289.78
0.0312828732747148,762,44.05,-88.4
0.180463938414293,1152,60.89,-349.29
-0.00506046201834049,547,54.71,-107.33
-0.0118978673531729,760,44.42,-110.34
0.492122995580977,1282,45.5,-349.41
-6.03877741088816,399,60.33,-163.8
0.0389076125751847,297,63.84,-98.37
-0.3389684207366,82,-25.23,-54.49
30.540092635873,132,45.72,-325.04
0.202776956580027,125,49.23,-327.17
-0.9004765943521,55,50.82,-68.7
0.0859610973574769,98,61.96,-334.4
10.9915079696735,102,59.3,-342.2
0.229491852740497,59,48.63,-71.87
0.0187574817220216,1698,-38.8,-183.97
-0.059922908564522,56,50.6,-93.14
-0.0240253703372459,1602,-2.7,-238.36
1.14724624122384,1484,24.33,-284.66
-0.0643054401072265,1213,50.85,-329.52
0.0617921024101199,NA,16.24,-3.88
0.21607381034493,1596,-2.01,-328.81
0.395990640532032,1605,-3.62,-322.57
0.131181600884186,13541,52.86,-297.16
0.0676280856992931,166505,50.65,-289.59
0.627751791639086,110,56.07,-258.12
-0.0450513395777499,1204,52.05,-223.32
-2.50557308467396,13862,49.54,-322.31
1.71907492348575,128,48.22,-316.91
0.476775143355034,NA,51.92,-301.26
-0.884599640167505,1289,45.03,-320.64
13.1829302722784,137,42.04,-302.64
0.00572046336599708,NA,41.78,-286.76
0.0257620463538203,NA,49.11,-276.26
0.120689821883626,1197,52.9,-285.77
-0.11679544341822,12,46.54,-282.34
1.2415829980908,1398,34.1,-287.29
0.0158196371282879,14701,38.25,-287.05
0.188348034932753,1472,29.22,-244.52
0.486273097301933,715,48.61,-115.24
0.00385305049694543,8978,44.52,-116.1
0.0455768946429706,778,42.1,-111.26
-0.255970580967902,NA,-9.33,-48.36
-0.163392325208016,721,47.64,-107.69
-0.046605146512574,62,47.5,-101.87
-6.06529601353059,855,26.8,-99.25
-0.647469775236665,9965,-0.9,-79.76
0.00977150084433471,984,-39.78,-71.26
-0.0618516737799932,991,-41.1,-72.33
0.00974404649577202,989,-40.83,-72.53
0.00435806765875345,90,-50.22,-72.23
-0.0424146776170087,89,-49.67,-72.97
2.12433294869337,16471,-29.84,-212.66
1.18153684382248,1690,-34,-218.75
-5.4510615084036,902,-3.3,-64.72
-5.69879468366688,NA,-4.51,-63.27
-7.58790884838564,904,-3.21,-62.8
4.3648239294027,10110,-4.22,-40.48
-0.352195256608711,NA,-22.92,-50.61
-0.0943880545693559,946,-21.69,-49.14
0.14572800830575,960,-27.61,-52.8
-0.736087989014605,1169,57.11,-305.06
-1.04474460889018,106,58.7,-303.89
0.00110881480733648,1186,53.77,-338.38
2.14655207195492,NA,-10.43,-48.42
0.374986093181139,14549,40.24,-338.01
-61.8072254847365,129,47.5,-325.82
0.0138755021662438,1082,64.99,-329.26
-0.14428817409104,1096,63.86,-326.75
-0.0572540484659128,101,60.27,-322.71
2.38719154024586,1504,21.51,-285.91
0.856062760644529,NA,-10.02,-65.27
1.51466465158241,1518,16.91,-256.64
0.011948590382372,1528,14.87,-254.61
32.9594100756983,NA,16.31,-94.61
-0.202945913138398,NA,59.5,-321.61
0.760186489870003,NA,-16.77,-42.68
-0.145609337423646,270,64.72,-117.57
-0.0278315095236968,290,64.12,-108.31
0.838579824290793,273,64.76,-97.6
2.89602687473872,382,60.77,-162.57
-0.0761502246103554,407,59.95,-159.14
0.0183895374018192,426,59.17,-155.4
0.0122148605650123,291,63.93,-121.48
-0.0598610416542923,467,56.75,-108.78
-0.618404323977369,309,63.25,-97.16
-0.0180008822231204,345,62.2,-102.82
-0.296676302615856,40,56.35,-124.39
-0.0322902886782326,536,54.87,-109.9
-0.0450968039155232,643,50.94,-106.9
0.109968296759453,589,53.59,-103.57
-0.0270845457459099,NA,53.09,-92.74
0.496593126146968,623,52.39,-76.69
0.166916604524766,46,53.71,-77.68
-0.194196957246057,47,53.78,-75.5
0.149042319258799,717,48.31,-57.35
1.39919238882778,839,31.14,-94.21
6.76596362901342,NA,51.7,-355.4
-0.280450241024134,9305,36.57,-85.38
0.0595812491295011,824,34.05,-81.24
0.30256133182043,8866,45.16,-73.26
-0.0340215013601015,109,57.36,-316.89
-0.272863328721184,520,55.15,-97.48
0.923884957520544,116,54.09,-311.24
0.323583560906081,126,50.82,-313.98
-0.00394858137088943,113,54.48,-277.76
0.467511899595587,442,58.7,-155.32
0.0444065039155826,1137,61.37,-336.5
0.196674348455857,1223,49.96,-328.47
-0.606946935497837,698,49.43,-118.1
0.871565695809121,930,-18.38,-47.7
-12.9709408523257,117481,-2.37,-56.55
0.713785629963798,929,-18.34,-48.66
0.123301672731029,629,51.92,-104.09
0.0972421695594288,16412,-28.41,-330.99
0.341237990284487,1401895,10.69,-327.73
-0.0961331478412802,1554,10.09,-353.02
32.4200425806987,1692,-35.41,-220.74
1.29804745643989,1692,-35.6,-220.63
-0.832814413026928,130,46.33,-298.95
-0.200827221594929,NA,31.4,-298.17
0.167504737452469,986,-40.32,-70.07
0.0628179135699399,NA,35.88,-309.75
0.447461764014659,1337,38.44,-321.2
0.627728128785639,1612,-7.04,-324.17
41.2255790467528,NA,-32.61,-52.58
0.513698838085887,118,52.5,-311.83
-0.487029764394833,65,46.19,-100.59
-5.05147019441915,58188,60.79,-163.49
3.57966902804491,16636,-37.21,-214.09
-0.453971381416019,1506,19.77,-274.61
-0.0478977231579759,931,-18.77,-50.37
0.270486811477851,585,54.05,-73.06
0.641774117713952,724,48.54,-118.15
0.0559447940109504,1524,15.96,-281.56
16.0890496468456,1579,5.14,-3.12
0.336020485847228,NA,26.39,-292.2
-0.246150245537931,1574,6.09,-348.72
-0.0939218770983228,628,52.1,-118.51
2.58009662644984,1297,43.69,-233.28
0.665481608535275,1355,36.71,-317.23
3.61045504169807,10243,-14.88,-55.78
0.11479965460847,957,-25.54,-53.08
0.260533436430946,939,-20.41,-46.85
0.772005264831399,954,-23.5,-45.51
0.283565436529757,448,57.99,-97.07
19.7306187150545,1318,40.57,-234.83
-0.0550932352079563,1545,11.58,-0.759999999999991
-4.00036296302598,1580,5.12,-5.37
0.0314063921523054,NA,48.52,-325.1
-0.0243454954177923,9360,35.21,-114.57
0.0795243334113136,797,38.27,-92.77
-0.103547950866252,800,36.91,-88
0.188908318946518,823,34.25,-83.96
-0.902706218236821,NA,7.76,-71.52
0.485573661372454,NA,55.82,-306.75
-0.123937814689956,NA,31.03,-250.18
0.715411686257287,932,-19.13,-47.39
17.1938719511319,1619,-8.95,-346.15
7.39181533666987,NA,6.45,-357.35
-14.9987191529331,NA,33.53,-349.32
-16.4101961633999,NA,-3.01,-57.06
-17.7410487566356,903,-3.74,-57.32
-6.63845634991554,NA,-1.85,-50.97
0.271196890226046,81,-21.54,-52.04
27.5123381498081,NA,-31.6,-52.02
-0.342706884516688,NA,15.3,-285.63
0.617401295821221,NA,24.62,-281.69
0.188280173711426,NA,22.73,-279.71
1.74381241025009,1488,24.05,-279.12
-0.295427903228825,1270,45.88,-293.7
-1.07215924151388,NA,38.96,-338.56
-17.1580286817252,891,-2.12,-56.74
32.0002218770801,NA,-28.43,-48.84
-16.5141651614236,NA,-4.03,-58.79
-16.0214289117303,884,-1.39,-56.48
-14.6684392246413,10085,-3.65,-60.12
-2.55232621465463,75,-1.82,-59.58
-0.0744149160304832,945,-21.26,-49.89
-0.063328260957954,9739,19.62,-101.63
7.53620878644121,NA,22.11,-105.53
-1.38363001595053,NA,43.68,-301.31
-0.152307555713383,14297,44.52,-337.45
0.334842832870977,407,59.95,-158.34
0.139669896322055,NA,37.41,-294.6
-1.64437520721541,NA,48.64,-332.66
1.86160069691495,NA,11.83,-252.94
-0.0383061025216411,764,44.16,-99.65
0.115075410687524,723,48.05,-98.82
0.00132733927713285,9098,42.85,-97.68
5.32977348645553,380,60.97,-164.01
0.0283698277823051,4689,60.21,-159.04
0.0834811090679371,4725,60.04,-158.9
18.5029371054074,NA,58.42,-259.57
8.08845029233081,NA,23.01,-259.74
-0.0406380576879356,15447,27.22,-258.11
4.73061210668408,NA,24.86,-259.83
0.0457907796698557,602,52.87,-87.38
-1.12161738052743,NA,32.19,-314.55
-0.172054890846769,622,52.35,-85.25
0.454327583973687,296,64.2,-115.18
-0.0434048617208175,7677,50.84,-87.18
10.7235332055372,14927,35.04,-247.9
0.286640183586324,1508,19.2,-277.2
0.351005015244445,6721,53.8,-77.53
3.52380150794566,NA,7.4,-322.62
-8.86101190156418,13,44.98,-300.19
-21.394450213732,NA,31.53,-312.27
0.0814307444419751,NA,45.09,-96
18.4152178671006,NA,56.59,-350.72
0.199162990591708,10375,-25.99,-52.01
0.0321244142159428,12032,64.15,-19.04
0.383184628580295,12470,61.89,-286.62
-0.580584545093477,NA,10.58,-12.47
1.56814701889805,15904,6.15,-359.92
-0.305691679128193,NA,0.61,-349.59
0.0815710173939071,1360,36.05,-322.48
0.0107113740838217,1360,35.91,-322.4
0.526179266161475,NA,-25.11,-331.07
0.013561541127528,16336,-25.42,-332.38
0.0945387290993862,NA,-30.41,-334.85
-1.97259031129602,172540,40.9,-323.35
-0.479281944323059,NA,39.65,-324.87
0.253671886581966,14747,37.5,-323.41
1.27646528767352,NA,36.84,-323.32
9.63898538145245,16351,-26.12,-327.77
-0.0971503365603662,NA,52.52,-297.65
0.118577594288104,15663,18.74,-285.52
-0.0191339048863382,15118,32.35,-294.81
0.0510036222169815,NA,-17.95,-329.13
1.3181132661762,15420,28.05,-248.88
-0.0289282458770219,15304,30.52,-281.63
0.224729599385595,15640,19.62,-283.05
0.00608841877247024,15652,19.13,-281.25
-0.16554487761428,15714,16.34,-282.38
1.42532030915077,15760,13.83,-283.56
0.0727442671213037,NA,16.66,-285.09
1.08994222534251,NA,54.05,-295.43
-0.118515881894056,NA,22.17,-279.95
0.0624659254666503,4354,61.2,-152.77
2.13127707691888,14229,45.2,-326.46
1.76765051929813,NA,21.09,-280.42
0.440926708834022,178708,16.73,-282.23
-0.0271182028866722,NA,-29.43,-337.48
-2.1984594463625,NA,16.55,-279.46
-0.447891413629819,12001,64.33,-18.82
-0.0083591352862935,15544,23.3,-278.97
0.843820004925169,15641,19.56,-286.74
9.76341892698093,14209,45.42,-330.98
-0.0591988870077088,14583,39.74,-316.44
0.0520352509845003,NA,14.05,-0.180000000000007
0.472848622378913,16032,-4.57,-325.06
0.814176329817352,15812,11.37,-318.31
0.158951767973787,183764,-28.87,-334.05
-3.33367350792233,1369359,37.49,-331.4
-5.12712809664381,NA,32.7,-5.85000000000002
-0.10369503904238,3567,63.86,-152.33
1.6965036199894,178976,14.8,-281.1
-4.70133017334642,NA,12.93,-13.93
-1.70601562403278,14203,45.62,-330.8
0.175146159933302,NA,8.68,-330.65
0.12004088651009,4577,60.4,-149.45
0.000619068954488414,16128,-11.52,-337.96
-5.94988242959365,15000,34.12,-4.67000000000002
0.733036780203963,9050,43.38,-117.32
-0.0184424886858743,15480,25.39,-281.34
0.185675876276452,15495,24.96,-281.54
0.898583464554268,15554,23.01,-273.92
0.16368559803643,41311,65.17,-149.3
-19.4624140633908,NA,61.47,-151.93
-3.97210433125409,4616,60.4,-143.76
-12.1574043657355,60026,60.32,-143.97
1.87110215003969,NA,27.13,-328.7
-0.608919924371337,NA,39.01,-324.43
27.4631478868326,NA,14.95,-252.82
4.31589337220307,NA,14,-252.45
3.9282221816047,NA,27.96,-258.47
-0.109711525291766,NA,49.9,-281.06
0.608331909282818,13977,47.94,-292.25
0.00320019388660865,13827,49.49,-287.19
1.76284390057774,13878,49.07,-296.28
5.91366623200414,NA,26.72,-260.86
-0.530676330133831,NA,19.93,-258.24
0.146073425159455,184251,-31.42,-222
2.57371162696607,175,-27.95,-223.04
-0.0094747443522347,NA,-2.66,-322.91
-0.00083765562049378,994,-43.94,-71.66
0.0268723037974069,1706,-44.96,-191.6
0.362471129443483,1481,24.83,-284.43
-0.140015296271309,591,53.79,-126.54
0.424018907700492,64,44.24,-73.33
2.14796259893394,977,-38.25,-67.37
34.6277240988469,15101,32.49,-311.88
-0.00144761512969309,15883,7.08,-320.73
2.38314618454052,NA,26.99,-260.84
0.407628573439951,1348,38,-320.9
